4.483386204652510254e-01,8.819504878713066987e-01,0.000000000000000000e+00,9.972959570448374222e-01,1.070843335420184284e+00,7.748242684957664661e-01,4.508950489172531273e-01,1.000000000000000000e+00,9.480640493964056503e-01,2.337506431689345132e-01,1.000000000000000000e+00,8.849117009297213787e-01,1.194468602586739925e+00,6.398928377673664958e-01,8.276868341590810640e-01,1.000000000000000000e+00,4.417121335165561935e-01,9.223091350344641004e-01,9.707988981297670517e-01,5.615680058563989885e-01,8.848669329829204067e-01,1.198576283314642943e+00,9.838751487027006526e-01,7.127029058685814267e-01,1.000000000000000000e+00
4.711645495307950626e-01,3.052955968486798510e-01,1.000000000000000000e+00,3.987761932428662282e-01,1.003245154136480854e+00,9.743052750995537803e-01,1.043213966000292370e+00,0.000000000000000000e+00,9.108910447540279343e-01,7.814837089706863082e-01,1.000000000000000000e+00,6.791962743062254226e-01,2.148396864744034906e-01,8.153450842375142837e-01,7.943809124220888584e-01,1.000000000000000000e+00,3.025091151268637923e-01,6.915325276873880433e-01,6.937286092844843211e-01,4.108743574324316694e-01,3.243584929188170762e-01,8.096783131588829452e-01,5.748044110836862952e-01,9.778901066700016464e-01,1.000000000000000000e+00
6.192710287508627065e-01,4.239210856548487061e-01,1.000000000000000000e+00,4.458571153964245304e-01,5.170318056416705055e-01,1.181797023795783774e+00,8.837404012477068083e-01,1.000000000000000000e+00,8.500963768151010846e-01,8.771573785727397876e-01,0.000000000000000000e+00,3.658428640774767371e-01,6.010596110506367662e-01,9.351993447928541592e-01,4.984297506309816606e-01,1.000000000000000000e+00,8.383236585056588197e-01,9.349424209756114212e-01,4.825074908484576208e-01,4.188137198800570560e-01,1.000564013323185675e+00,5.284996800562025143e-01,8.278281980552484320e-01,6.515381214741591265e-01,1.000000000000000000e+00
1.929571515821072447e-01,6.252365773457235765e-02,0.000000000000000000e+00,8.319447579259378056e-01,4.588467565802603065e-01,8.583281182559667766e-01,9.543741304469485209e-01,1.000000000000000000e+00,5.491904526633206718e-01,9.855533947589332211e-01,1.000000000000000000e+00,2.646984522593047728e-01,7.032474462003275306e-01,6.807310482995077017e-01,3.783262677770440341e-01,1.000000000000000000e+00,9.914122118301194053e-02,2.228151101852048344e-01,1.572266127465216101e-01,7.085362831941657280e-01,5.290121425346732131e-01,5.937565056081592907e-01,6.217010309223214293e-01,6.345670978918416250e-01,0.000000000000000000e+00
8.206569543662283195e-01,3.388222862781202771e-01,1.000000000000000000e+00,6.890135523661078398e-02,8.032208505704409029e-01,4.081694484218415520e-01,5.424041961983601112e-01,0.000000000000000000e+00,9.839124137055210717e-02,4.690883009931168246e-02,1.000000000000000000e+00,4.042882186652752008e-02,3.111030252784336980e-01,5.987705049964016091e-01,6.000842806869118862e-01,0.000000000000000000e+00,2.236666729398180120e-01,7.613918847719225447e-03,6.048037969928009572e-01,2.848941833012560432e-01,4.330433346056132837e-01,8.061247751534680317e-01,3.878378048205800566e-01,8.600668903981444346e-01,0.000000000000000000e+00
6.346567411939616488e-01,7.118682524196497940e-01,1.000000000000000000e+00,6.090871175460608189e-01,9.043156751823051565e-01,4.842893820826342233e-01,6.226302398833312157e-01,0.000000000000000000e+00,3.263549178846966714e-01,5.837637467825214088e-01,1.000000000000000000e+00,1.184817670923995703e+00,8.336789962991022485e-01,1.038559085144014960e+00,7.820896345678363115e-01,1.000000000000000000e+00,3.048406727233631819e-01,9.406168579401277263e-01,6.414950539132675544e-01,1.058240424732190821e+00,8.344830439367814101e-01,8.544587883417220642e-01,6.972341933362538047e-01,1.117101426839760769e+00,1.000000000000000000e+00
5.997122457341059754e-01,1.846344789776781514e-01,1.000000000000000000e+00,2.668780651684471428e-01,3.444292782035127676e-01,8.001327798269154412e-01,4.627747578601812961e-01,0.000000000000000000e+00,9.231441294012157073e-01,4.407577009668454115e-01,0.000000000000000000e+00,7.941677483612512578e-01,5.462831279485641511e-01,5.577061064875945551e-01,7.177029990870641418e-01,0.000000000000000000e+00,2.372112992797951181e-01,2.286702138170141341e-01,9.123573691511667194e-01,8.328853174457282460e-01,7.034582237699403828e-01,1.937778462963413162e-02,9.912653463525104014e-01,5.111336077935688671e-01,0.000000000000000000e+00
3.871820697404293465e-01,4.762096914679114779e-02,1.000000000000000000e+00,3.590074779223150214e-01,4.562188099562514143e-02,1.186484628822470633e-01,6.129873039191822137e-01,1.000000000000000000e+00,5.862590206875820664e-01,8.568102856428051473e-01,0.000000000000000000e+00,8.602312869729122902e-03,8.360813143327576746e-01,6.857978453350407344e-01,9.788054592191408609e-02,1.000000000000000000e+00,7.974179973765282980e-01,8.674240531222058292e-01,4.360077516322639068e-01,6.482028072282750575e-01,2.625120115267498555e-01,8.127619691216236841e-01,3.393054842114293645e-01,3.394852525845991620e-01,0.000000000000000000e+00
1.199628793422505391e+00,4.114486161404946052e-01,1.000000000000000000e+00,6.814934607814475687e-01,9.726013320377582261e-01,1.128188098792590965e+00,4.610735841637260690e-01,1.000000000000000000e+00,4.097370293324945068e-01,9.367321515644670971e-01,1.000000000000000000e+00,6.116980916430090343e-01,3.044923075145865021e-01,1.046313453954700767e+00,1.066427826738285400e+00,1.000000000000000000e+00,3.303081140610454880e-01,3.870758828743093294e-01,7.275951717789650441e-01,6.520849669818673533e-01,1.083166456486546414e+00,1.005590961920262982e+00,7.382218988580957486e-01,5.764014930899972189e-01,1.000000000000000000e+00
1.004433629075339729e+00,3.758503915254536865e-01,1.000000000000000000e+00,1.046451931378200140e+00,3.843643730033211026e-01,6.037181830044531239e-01,1.092894266377132606e+00,1.000000000000000000e+00,4.305068464604112077e-01,4.159533858562856623e-01,1.000000000000000000e+00,1.100777304676502366e+00,9.880354026471911411e-01,1.148468563054446223e+00,7.172004498663331340e-01,1.000000000000000000e+00,9.636901522210095106e-01,8.783162340918664324e-01,2.812409701623033720e-01,1.130549926570773023e+00,9.303686843709872978e-01,2.145915076952935041e-01,4.933026232970555980e-01,4.099490539148840651e-01,1.000000000000000000e+00
