0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
5.0,7.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,5.238766777134721,6.448481096477078,5.31899414010453,5.012223595623032,6.625462330345877,6.167644431371289,4.680241420206999,6.410589034663316,7.397988221016246,5.527015391415961,6.070666579994246,4.797241793240401,6.764395881013424,3.5843133300591754,5.438979825096295,5.988642499716759,4.3229920526300845,4.688230475770525,5.442191719817704,6.989534061147456,6.3871264866414235,6.310435153144573,6.925433717893234,4.583285863800821,4.97784863579519,4.227952376086421,4.318448591148047,5.80330371022015,4.833611444704914,4.865489309124675,6.452021765343736,6.513226916387173,5.459128945589083,7.054497529717998,6.3587643235773035,5.073123969259993,5.880166650749515,5.4661988721525905,5.936667694197043,5.814851838848487,4.437768920170072,7.148272148384397,5.8744174418813655,6.006459458543766,4.526060740922522,6.3025489493449145,6.380613444610449,5.365233521448894,6.848442944913652,4.839947936964558,4.3145516832032005,6.960518944140971,7.660966762000296,6.963837630318542,5.226565335457514,7.148129629107396,4.500822780466913,6.0908491988001385,4.6989249222183,6.259271708819455,5.566402968632714,6.784717422005383,6.392761943527913,5.561335999465406,4.1778723519355765,6.534714393286727,7.237135217502661,6.112869373431734,5.374029123624131,6.749636187016709,5.021606326958727,6.772033911973599,4.224215020750644,5.8271857074257465,7.716709031997659,4.2702182075823965,5.617473800569211,6.736396773360514,6.458432925636114,6.393011404016544,5.805941935266566,6.051109460696522,6.838226439005203,4.541492709248688,5.682602662321028,5.522304626720512,7.135262514427403,4.828261458714178,5.73512454721355,4.824809129849519,7.382072557649613,4.45858779983671,4.678351178188463,6.083063326897587,4.8471415030196425,4.205713540348791,5.613168880243618,7.283413080401783,6.958517770864428,5.433039218919385,5.232634424248618,6.6142969798677775,6.292447957325497,5.035479165069553,5.202770276858829,4.696742600760962,6.5680994003319215,5.5317836972530285,5.602353848301959,5.980877571855167,6.268172882260105,6.306566998427887,6.450106737521746,5.18099371430032,5.786132950759952,6.357142747072748,4.8075496046258275,4.514554720896701,5.857738694344838,4.981310263188718,5.346821369335433,5.299885442049076,4.724048697206433,5.912291798218913,5.239725229690902,0.0
5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,4.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,5.0,6.0,4.0,5.167588204975201,4.958444537823603,5.106043036368606,4.7374642536702085,6.567615298076237,5.780844971169114,8.853409496965886,5.314283044688329,5.199718555833835,4.236699477038965,4.928301650428605,7.471371911431634,3.0660970152591567,6.639700808326363,5.405776918102885,5.641848222126721,5.904389842498633,6.648628461919364,5.460432809602132,6.075928499630009,6.676363078097434,6.9241683503316445,5.626195729337345,4.737663848022739,6.145078093301275,4.657396253188041,5.63777708572723,7.735657836186717,4.691759070693268,4.871607045341776,6.734820521823339,4.831218236012178,5.7729228160938195,6.260191884303301,5.820153999476861,5.745046736074733,7.172437105787694,2.9838462358021554,5.490589841985754,5.218217500021239,6.368999775378586,5.351994857460775,7.347719223235874,5.863939147092821,7.1182936333139315,5.134349386065623,5.272528788898783,6.864683757185073,6.879500080847752,6.266415919851045,6.492705053232276,6.273854850417218,6.795524956682514,4.967247077426683,6.4611337999087475,5.457085557905372,5.084960981714408,6.174481825277234,6.204036745408186,5.896438935145258,4.769021632503028,6.798565062216304,6.3630846587842775,6.227539247410603,6.123523077276119,4.8135620235896655,7.214074734895723,6.553964531152161,5.526739274379315,5.2066462988013225,7.163662344387422,7.025629499610686,6.666371157020521,6.559116591710105,7.75798541135235,7.861125393445333,6.858905015121563,5.966095891694686,7.8473933736765575,5.8461261952222285,4.057929824998082,4.748393911030892,5.028700423187059,7.865054073764098,6.8526616908297715,5.334101800939472,5.439394823665257,4.564378808411257,5.667479172267084,7.180613456703112,3.7014381439560977,5.602643344016456,6.121202384459427,6.9082586838565785,4.64896923777428,4.882995298932244,6.6830877350293205,6.941113411160601,5.403818737118111,5.671106659236875,5.182314293204222,6.627619082120086,5.885706730563725,3.412237170444951,6.379445712176724,6.19963472766882,5.7039632565359595,4.676706276638614,6.039625823151442,5.777169504096058,5.273383245980283,5.598567737086645,5.122039921681809,6.5426010337175,6.015041974354577,4.850106178386309,5.315179071442893,5.872348173377004,5.903941070808783,8.18718780091506,4.729054159809616,4.0998370786542075,5.66516638125289,5.28097772002793,6.404870043772414,0.0
6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,4.0,7.0,4.0,6.0,3.0,6.0,5.0,8.0,5.0,7.0,5.0,6.0,4.0,4.0,7.0,6.395013322858542,4.373803263807686,3.862698291356389,5.124388348449064,5.984937966503807,4.72018527822894,4.234821751670607,4.965422694707711,5.358963431366913,6.157217326081006,5.449189586218489,3.5836137510754478,6.692213387238415,5.264996683643662,4.340534831659667,5.797961076752021,4.389607636955323,3.1068272431905184,7.258799056686554,4.258129691785882,7.914807317035745,5.570151296182049,5.175584993166807,3.2419178311615293,6.241044043081148,5.554986925798199,5.145533703945326,5.6890985507863645,4.475677706997784,3.650851766038522,5.619547055484975,5.499895963014427,3.3750544261567894,4.6465859718013816,5.736008600570762,5.036684994555591,4.892883436525232,4.5312555808902095,2.8811166699164166,6.683276059510863,6.845940847425082,5.0475292215578635,7.146263325404643,5.669536002832958,5.079622635835778,5.1342751481745115,4.779788178885059,3.7560387458894025,4.961666194072863,3.441313032579864,3.916507435823591,5.0905921726459695,4.469576474266158,4.427407480254243,4.777497253594047,5.4002442860266875,6.824112957279583,5.1598230756635814,4.264478631710056,4.6380540870459255,6.700956042373951,4.270904199946015,4.731233267473599,5.410336103871798,4.084985845304048,5.140971271300363,5.762945643746823,3.746244522550051,6.193856207589814,6.266355269835689,4.664720219550513,4.9646089474536055,7.014611044695997,4.962993451423887,3.344328094887483,4.158784668494143,4.478662468828867,6.743140190158794,4.858698529305496,3.0897609314310257,5.070011130105781,4.9032236750546705,4.754094693492923,4.754495191488231,3.608986008859326,2.930500528989312,5.651641299862505,5.982055657519259,4.021486795860263,6.367547722834481,3.7842040507859247,3.875139620414096,5.832889545746686,5.223161731221013,5.142431552103088,5.3498799418217855,5.671401566388843,5.553611401853523,5.967928370240387,3.603369746464672,5.721565800817936,3.5485744521802873,4.848398699534847,6.985524319094412,4.844149806970107,4.486197693214221,3.3500340537248263,5.242910870253899,4.311874226903807,5.335995175588975,6.8047054886513525,5.734250514828214,5.741041629392576,4.4457216671684865,5.204195852611453,3.8220381018383716,5.305691347123528,5.6075108401430365,6.635662502451456,4.042072666691238,3.96251028783045,4.6561548400512285,6.207647951391536,3.4385245967950606,2.4781743221095134,1.0
5.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,8.0,6.0,5.0,6.0,5.0,7.0,4.0,8.0,6.0,5.0,6.0,5.0,7.568645575519041,7.495913076554036,6.547494233630388,4.2373996716696904,6.83935682409712,5.86214638115532,6.58630509380653,8.356095322112711,5.774452162913319,7.972628402169922,7.5229124608218125,5.100837214640686,5.948434582743323,5.947884575160026,6.306183521662989,7.313162557691033,5.646348811322014,5.97527870485206,5.843220757777889,6.035626220081974,4.935931866809295,8.050966725431667,6.010803607239188,6.513216574071069,6.174911645542206,5.49059803798026,6.170291176223157,6.077551972893643,5.018015537202688,7.695966706387463,6.857725479744301,4.8326126277763315,6.202579943696329,5.366017841100795,6.885071360693008,5.351224443552384,5.814331611107149,6.323845778601459,5.6525844455166485,6.2907797785565185,5.46645311507496,6.357905839329539,6.133950434621993,5.921293784780494,7.084655044062166,5.149541682585143,7.307317144400114,7.026212919525563,7.096147490328526,8.101848202730928,6.721421821511376,8.21530077123744,5.458416427304082,5.729092911852452,6.247623056977152,4.432601577699042,5.918522460966275,6.441434389091457,4.330237716105113,8.039867853167033,5.869063121595833,7.716386413717209,4.655914341376613,4.757362631073667,6.022139222334076,6.067006705001132,5.109169277144188,4.426712071854601,4.7952200124114075,7.407602670337407,6.920205794837297,5.585746582547694,8.03750048596078,7.334266746821742,5.905156863922877,3.945299066695306,7.67321379809025,6.558484918224369,6.944550373556401,6.279343588281385,6.105245382357739,4.638131429221566,7.470085916964383,7.636192661945829,5.264848338680969,5.683639460258935,6.253587466986752,6.961494510126415,5.6822921170696725,5.554619142906685,5.513826111687075,4.499288602673152,8.251957224562803,7.178834591268367,7.3120101919645695,5.679777098551943,5.353108498131965,6.343966312250753,5.217035922765124,4.933683961191031,5.5407692828120725,6.544432433689388,7.685183085952104,5.2656039187085675,5.704079559471967,4.8707764066694015,3.0823557207344408,5.780705755839154,5.8439209468176365,5.835796035480035,6.699605950604762,5.309529615605126,4.671079445289229,5.655625768817371,4.894505950829852,5.247863972900705,6.153676011714315,6.236261474486731,4.6952783404736405,6.450228961015821,7.326968010324793,4.941809081611389,5.315609306167453,4.892458576299555,5.075345426215776,0.0
5.0,3.0,4.0,5.0,3.0,4.0,6.0,5.0,5.0,4.0,3.0,5.0,5.0,6.0,7.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,4.16837776989925,4.502380871866226,5.173645917884409,5.475928828468028,4.997985349247546,4.4184462346165025,4.126413171879759,4.841515763724587,3.089234773075009,5.095263684403026,3.9057380079869906,2.283223202295111,3.3180791945825394,5.4611136273749485,4.6457155751241395,3.828016230189919,5.162976232755248,6.624367061068375,4.160967495170502,6.7414347354944955,4.627787231728429,7.016360830840926,6.656809139156124,5.936554220139941,6.34819570903745,5.074581426121854,5.890651871993512,4.456366650687071,5.170473688105468,6.415346211613828,5.21654632604955,6.52810328650773,4.820486721131875,4.892253320769107,4.266733368217674,4.534634352029277,6.20371975356798,5.591397298340124,5.140795390297834,6.208648406904051,5.829534118978965,4.207846967219986,6.99986261613716,5.559185259436275,5.0402006903444,4.612761170353091,4.020940660106259,4.6918877385690605,5.109023967431939,4.453300078566253,5.17291599108862,5.195223058788623,5.932479623772031,6.114052638685508,4.369072877696754,3.505492648337116,4.744691362613212,5.900577360213017,4.090621999476561,6.042028079798007,5.429432510177335,6.994968109949741,5.9007492537175885,3.583306645958113,4.7960230599367755,6.361026135498832,5.758307398638554,4.112693329755105,6.06630972531534,5.030171341899213,2.424664362494985,4.621072623675952,4.371958485987504,4.945236224640936,3.9361112837465875,4.553058399933535,5.168971824875829,5.2093831850068595,5.403155778172775,4.072456670052029,5.026456350412989,4.4665050477386,5.178167533820077,5.729815925267558,5.720477372787581,6.593122769768814,3.565784773317765,4.78403559957709,5.460119192176837,5.701870766513635,2.990461009492947,5.590981173652876,4.416792971157258,5.5678864269276,4.973981667052706,6.31336280969516,5.980687197459216,3.9170069453576692,5.3155680225360324,2.322593721987384,6.511761639496291,6.281017268356272,5.2791050899192316,5.514223329593625,5.056269070375032,5.658573500643895,6.067485486040324,4.83411738573791,4.020384797782911,3.7607949502740023,6.086975174008149,4.3595097263586675,4.607441387251784,5.2549341118893125,5.469409092352151,5.287167276931833,4.05804421573731,5.085027825780326,4.821348764652844,4.940518016502234,5.662902761403913,4.550319588164356,6.717937444248289,5.276906678462571,5.270537500374044,1.0
7.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,5.0,6.424045963109374,4.245783290197471,5.201742506992608,6.569061812791573,4.975014172628297,3.352471295637148,7.092407631789497,6.131950758742051,6.252622550704853,5.907307771094445,5.498244861470733,6.63295481374484,4.46629602442451,4.907567082706929,7.700416410058301,5.06361546514787,5.461784047010525,4.889524912591731,5.27100093666294,6.20837162237582,7.607461516320692,5.551503415009534,6.0070102873398,8.27388487381837,6.154188433911346,7.200152102557578,6.05943925566687,6.41602660682904,5.7339635251372405,6.350852157257618,4.751869747960881,7.628335036504921,6.385582252563516,5.9272249530386425,6.69882970196683,4.345644876022614,4.996353858817329,3.4130372563431233,5.898893711710461,4.624413314057225,6.758229830453658,6.45366845201975,5.074532955195848,6.323002473719741,6.184193854800861,7.378624359727697,3.7368688969346775,6.591689508317716,7.02130232832282,6.746230336311591,4.193667119292072,7.129260138693121,5.19832123350199,6.628834519074351,4.894011070966068,6.266987693670802,6.859540009134468,5.56081953457812,6.943241234229056,5.602090385588354,6.52475884276236,4.9763384432480775,5.359059677133575,9.227971696613528,7.167126578360214,7.836602666129369,7.343960014375772,6.039885376270301,7.092370213018608,6.470528686733685,6.8637307305828115,6.40437260123963,5.358637340343314,7.5223779254851975,7.581101395927483,5.93431953926055,4.802476136037118,5.367842976943553,6.22880734886049,5.61910422475193,6.70696405162791,4.613746784562386,5.700268989311537,5.693951206904817,6.43442156207914,4.914268208786617,6.311821416841346,4.612193025816769,5.953814954383994,6.556166936716895,6.717827392114066,6.233482924568965,5.086046642574632,6.8079523757918565,5.050346931158623,4.857210170527482,6.026753418339991,6.2998000459557115,5.673761261522203,5.745996825269407,7.242033031039124,5.756333512003638,6.033968116177367,5.379833125419375,6.679212611921071,4.962904120562513,7.381175238499771,6.978786407476795,5.607233082845462,7.4729115884006205,4.452999160621843,6.120281731349539,5.494059676458795,4.111281834497026,4.3399737592619445,4.902867088418482,5.947763990653767,5.8088247174982595,6.870494094643267,4.90674034110561,8.082931733463223,6.716803290483488,4.486401558613474,7.468560901153632,4.927403095570368,0.0
6.0,4.0,7.0,7.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,7.0,5.0,7.0,6.0,5.328089401059172,4.049394180100837,4.17978770762531,3.8033287467971006,7.057921129050956,6.413750302727992,5.844146052490547,8.2200409757898,4.767443600554259,5.7769211105068,6.868398483688314,5.5148095966343895,4.496855751554746,5.787743430033107,7.479483974944878,7.052448464602204,5.400426536451294,7.419973529218338,6.000850960175299,7.3378279457962705,3.5546572081176855,7.221317927998056,4.7200295510646715,5.083560152417063,5.4191369443510276,6.729712755765023,6.8345613129896465,7.112677348563762,5.004819189446822,5.9061703584134015,6.393266778509657,5.007849237076863,5.227913728164865,6.194318939533067,6.190429247540498,5.7279692437487,6.632810319861218,5.834179185740098,6.493058745537456,5.306316481269017,5.206026775139115,6.156977918613269,5.961039124102427,6.338215210535674,6.304495201579986,5.596416390755557,5.841937127418761,5.979176159083349,5.854867324867964,5.663153818469368,7.011940951405368,5.9495411201943345,7.074281436204009,6.877880875933643,5.35322913684478,7.329794337858677,5.827902746499328,5.490398611203698,7.0291519544419865,4.7779835162705435,5.921482133952395,6.9573319142464225,7.187867054197224,4.689738658495671,6.301107201528264,6.753477121045528,4.5445127558481015,5.625458673605854,7.2149507496236955,5.899344423201734,6.513507390582967,5.295086760129296,5.591319412626521,5.208115875085005,3.933978049471024,6.409292884525905,5.4528130227368505,7.795513749036461,8.266615460228255,5.83798029834896,6.526066093714373,5.130810787604891,4.589398888340638,6.998637192151563,6.968311442361332,5.658014739877013,5.018342244625237,6.5076428935777155,7.181123052727669,5.881582545184563,5.837481419527808,5.120878711119832,6.600714550564197,6.6165307904680555,5.728449789072918,3.809999996311865,4.990010661165792,6.5416491449374865,4.948881981810811,5.3665622493062815,6.7824178500978896,5.522693254428999,3.67859117926238,5.2056625521904,5.965608118736302,4.983570136414233,5.676669526122193,5.737816811459518,5.745515539988129,4.678454387837552,7.808289278039411,6.350573303841656,7.4118034818072065,6.21396648973347,6.688766189626387,5.687783955224873,7.049736041190183,7.128318894920088,6.931709025074108,5.6211866451466825,6.276922321223107,4.581188188279743,5.5414712480260135,7.361000999719794,5.677431181175608,0.0
6.0,5.0,6.0,3.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0,8.0,5.0,6.0,4.0,5.0,4.0,5.837884992810691,5.887360117624789,7.047035349193314,6.212977922343659,6.238075402137825,5.339058423973926,5.010590728306368,5.772924124437166,5.0764775095214265,6.289215018948294,6.996259921962035,4.763185682936705,5.549335105805471,5.678893488828591,5.849336212159346,7.7938995171009555,8.066879485354262,5.25250292327174,6.532371644141878,6.253712307286971,6.3573153301342975,3.389501137001413,6.21440521625702,6.5916076853787136,5.075471827962149,4.611367081647004,5.941011280333504,7.92634304112721,5.033416702183812,6.002014531864786,4.802364332090476,6.612610521223784,3.737668242424667,6.122258202974575,6.187426465020284,5.2850846262085565,6.736562361540146,7.572194168266174,5.4641241409711725,8.162572563286298,5.5796837783412805,6.650785042545441,5.904053269081704,5.270214523635392,6.182525565139352,5.484157645004727,5.7906086852724,4.853847335304441,4.261728615031553,6.46425010758601,7.838315369353979,6.460283247745613,5.736903340420096,6.241103948870353,6.567406069652084,4.734137641914327,6.780868399811955,6.086546969237519,6.442240546630938,4.570076594693864,7.221303834247825,6.046057186128924,6.601746882729267,5.586717382894429,6.36536174971341,4.419779786297214,5.72863009712532,6.434447691518965,7.1925454957371215,5.350853240255226,6.83985509015203,5.9554000461053285,6.112340493191333,5.083362569282985,4.168789980338296,6.021047905397815,7.493083905389729,5.857928157579914,4.8730844296791,6.374014363480567,6.030233960586858,6.482434946782163,5.839630514941745,5.161446628693172,4.134481477176955,5.394232543055936,4.200115717040254,5.772959542111015,6.144118397344572,5.924659224413446,4.92741393383278,6.712810592274958,6.163611823500466,6.73036652665386,3.9935276503322843,4.099036329458783,4.670859557944893,5.6923671059141085,7.224585805877364,7.39981944835203,3.8919381630962584,6.1499717849207824,6.723637788724009,6.110485713561885,6.643205694432707,4.839479927612257,6.954617895870189,6.518793363084724,5.187329452291014,5.91460093765815,8.385158288373567,5.860720513013674,7.044889975654527,9.702571646344675,6.210523853498511,4.729281217724255,6.754677884352729,5.092828312415288,7.070459899121327,4.417746980321045,6.830122514927881,5.305575856462324,4.886330539468115,5.547769997945887,5.8502948244656,0.0
7.0,5.0,8.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,4.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,7.0,6.0,4.0,5.547778158887255,6.366257457873715,6.455731304171296,5.57241369421138,5.479833483390098,6.694108627953969,7.12921388397501,6.141153936382086,5.596888774109598,6.680791154993406,6.5009240487478515,5.107512636248647,5.1927811077893296,6.619092660166137,5.669542713854379,4.6019303467762995,6.4709847710645,4.716385078418103,5.193230228642546,4.568189924872609,7.965416396891387,4.654950522784677,6.046979448574911,6.0877967841596785,5.961752535691083,6.094775953392684,6.456392215754549,5.772509441061717,6.00367221495369,4.868060772579108,6.375846034234802,4.882713996715133,4.7317676835119755,5.012950178005896,5.91106309170343,5.8659895927873995,6.944947815974118,6.417198931133576,5.822393603373158,6.714694971856408,5.695511255620714,7.963213376412014,5.7897839167885286,7.617743028791817,5.012143129416238,5.743224728802478,4.915729917076744,6.513207393854118,5.7739605146844175,4.963110184781241,5.623332514151231,5.5769960271354835,5.276964093634772,5.66919406745968,5.173348638319297,6.569665304314762,7.272347589210135,5.302427587460904,6.268081911362275,7.704174140609821,5.544442784830672,5.200642894307854,8.238749939748985,6.704899373849514,5.99339429179979,5.8979194656647564,5.895205993685958,6.2418232684466055,6.276573735230813,5.041416772594963,5.295004204619198,6.037363985566074,8.545610855638829,4.7044292265096255,5.478268014362449,6.121196392551759,6.579600454529956,5.991143234300153,6.079326504953396,6.759916565417693,7.1200289797364205,5.871724899722446,5.793332425480008,5.744377186580697,6.980196403281244,4.827627787864441,5.6758192078031975,5.468117815104814,5.397804763883115,6.606806726267164,6.268370659584061,6.216580435245818,7.90460751877679,6.524366868367811,7.295295420433083,4.253667515987913,4.944110367472437,6.269956952533272,5.668818035370574,4.295723656094311,7.286854829265437,7.478248559841152,6.757680167394342,6.227575154844781,7.849766234279345,5.605772085069482,5.353165848330993,4.38426967418274,4.497171484417608,4.129189222479275,5.636845992580962,3.3047298769318276,3.7166495102838115,6.127830732750218,5.95604071378186,7.534810389447042,3.982218927109389,4.976626848859784,4.521821930059312,7.96967517648689,4.384848618225832,5.650973037362116,7.397280746639797,5.883580701775911,5.944333674452952,0.0
3.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,4.0,4.0,7.0,4.0,5.0,7.0,6.0,3.0,6.577754605510183,5.6163208906234745,7.0424832950995455,6.771236397454295,5.652137912954775,5.071096426615479,5.690120248031644,5.045217098474344,4.843413918333104,5.266741851435901,3.8634913791732965,5.666220336360018,4.682075156392377,6.277392537718516,5.3170579297209075,5.214961169124081,5.4573601953110975,4.409450858945919,5.5080754289237355,5.079708332485789,5.95471422790944,5.628446984232027,4.289732509284872,3.5720779198844648,3.8019944874857283,5.334963320677703,5.148874098970145,5.011954061149386,5.309972432461585,5.1823644180519866,6.303853039228541,5.409155499586218,4.003869270981784,6.1308135328935425,4.3654041868746924,4.676526951908277,3.783214622053807,6.5833892152165525,5.085207541699126,5.174429843028093,6.101888641439138,3.0428197000890727,5.243955455741131,4.975249834066457,4.120130494418968,6.679915168361146,6.6887114931375855,5.162880193024769,5.862826010737978,5.861541303928096,5.355333319592424,4.649827838697702,6.544092873624625,5.134705405296002,3.7040541140028473,5.2462968671821875,4.909351840307003,4.7640007980666095,5.381127877007189,5.233341297308476,3.9009415117194077,3.8604913978132815,4.59728859152238,5.618424009458769,5.210659229706582,4.386449800518608,6.490867280781058,4.893759732527278,4.864194212153189,4.4228331172049264,5.861588968530182,5.199314345671996,5.553198656880593,4.3167785630939015,5.222010749844118,4.995025022735907,6.194209638257644,6.760215519927895,3.3713364385809594,3.982047515019535,5.42207545376069,4.629947569684779,5.872414181350796,5.118916040114238,3.3674636219999905,4.754692970094143,7.239591622312274,5.543011800273204,5.732062044731121,4.389397763340218,5.271814581114683,4.684468193347219,3.1617941729521197,5.170747818745537,5.773630556883166,4.566247515192693,6.077478545323366,4.984271766886285,4.888101848947492,3.186711311057212,5.5788797401934405,5.681061420427753,4.178309261496754,3.9271718835306304,6.38862402605152,3.831877923085802,4.967343053679037,3.81323519912229,4.4059398404822785,6.532851278752116,3.870520704951571,6.471706899738383,4.747403311696156,6.5942483670601995,5.106198486826913,4.942306454325534,4.198108225925847,4.131801519727086,4.801256766680005,4.487852213838248,4.321862289447647,4.86260705881235,4.381882475610269,4.744427543508226,2.831069045420738,1.0
