6.218830894632334072e+00,4.733099403103536496e+00,6.298616581429559602e+00,6.071415195304374457e+00,2.233317679016703750e+00,6.675140957189086066e+00,5.444707430516281477e+00,5.661581121626698909e+00
6.732514299163923965e+00,2.828462864016616507e+00,6.020405185146505467e+00,8.751845931614157692e+00,6.062644124705194315e+00,6.383827037386266667e+00,5.114876687177114967e+00,7.309143419991030122e+00
5.963957700537906526e+00,4.677061180373581983e+00,4.947285537396102661e+00,6.206523653302083332e+00,5.268438781654423586e+00,5.386168452738126611e+00,3.703770738144631203e+00,4.343340888765634844e+00
4.586697150402291534e+00,4.483389826125373290e+00,6.077551713948166956e+00,4.631941171944131241e+00,5.126220625065551317e+00,3.998942866980551347e+00,5.308859871438476041e+00,4.173596816762517925e+00
6.302921625497655000e+00,4.346538205545656730e+00,3.334843910520519650e+00,7.809956698791718388e+00,6.914364479452100198e+00,5.799189794692483524e+00,4.103811374872297080e+00,5.124250520674121567e+00
5.534314402482072737e+00,5.268211486151203715e+00,6.577870114386355382e+00,3.083170542132322556e+00,5.032126768322092936e+00,6.578149372199833422e+00,5.744373825864000693e+00,7.893198818668892613e+00
5.154672815715652945e+00,4.199054997511589171e+00,5.698725230944155840e+00,4.882858517329136561e+00,5.732768044436183708e+00,5.016559245776706533e+00,4.453720461404246045e+00,5.030177817270249818e+00
6.406390970884773495e+00,4.910881165801932902e+00,5.079176950101190080e+00,5.580396220760675874e+00,4.328426657465000105e+00,5.763776994229430350e+00,6.022075514268190766e+00,5.980711170141383981e+00
4.583288243887377433e+00,4.212624841849067714e+00,6.294443572077279114e+00,6.320879492755687501e+00,4.723700674415503897e+00,5.910555655860119550e+00,5.723756642594961086e+00,5.579261441182019610e+00
5.418419051721032886e+00,6.401142276286726940e+00,5.364607644793233376e+00,3.143970932542567986e+00,4.115485769931470195e+00,5.066449423000134900e+00,6.275526824208671250e+00,4.013493592766647744e+00
5.985452131738758119e+00,5.736072480907346893e+00,6.146164545975154603e+00,6.132871764356762512e+00,6.219538426048737634e+00,5.006525218040385639e+00,5.672670074568559428e+00,5.929357242347352397e+00
6.517824872920620294e+00,8.059948481392362751e+00,6.428945693032450670e+00,5.489917533609419920e+00,7.696088999522457286e+00,5.756227889718024571e+00,5.186771560144538107e+00,7.490593077359628538e+00
3.421119040119534827e+00,4.867408129422019947e+00,5.315548469537608511e+00,6.311431657113759641e+00,4.880684374553139193e+00,6.304133111853813531e+00,6.507711090514756158e+00,4.489704538011896062e+00
5.278446599155240726e+00,3.749231407366154567e+00,4.541166316400597758e+00,5.148228543687420888e+00,5.543371172129318403e+00,3.690650706294730465e+00,5.416604801239660816e+00,6.578541356516886651e+00
5.064396702281890761e+00,5.303734822119319681e+00,7.605606649922272311e+00,7.015127267925060472e+00,5.600771419185949007e+00,6.436673677422795947e+00,6.310256326075976752e+00,5.338828030026849802e+00
6.218830894632334072e+00,4.826792245094210898e+00,6.298616581429559602e+00,6.258465220631902248e+00,1.950207913117901759e+00,6.367960640572775333e+00,5.556803163122762790e+00,5.661581121626698909e+00
3.967051891145340736e+00,4.467546908888488488e+00,7.207131938459077070e+00,6.127510470026991563e+00,6.273209647985857451e+00,7.377047500804381208e+00,5.698450822197636434e+00,4.576633550255693628e+00
5.041630038004099035e+00,6.663591281870890448e+00,3.169977804340943006e+00,5.995166501212632504e+00,4.767922720191135610e+00,6.030108173749726852e+00,4.676221596016069348e+00,6.791036941569126739e+00
7.202328608311590052e+00,6.699567910565448869e+00,6.894091645579105254e+00,4.834015892371114731e+00,7.345436264299417317e+00,7.233064467706263656e+00,4.596510798671466169e+00,5.052880453389260396e+00
2.504143845523884693e+00,3.632152035551730496e+00,5.036387721235613846e+00,4.792593506154607219e+00,6.136655868975546824e+00,5.675162434704764891e+00,4.826769941406325870e+00,4.771905785765994779e+00
5.041630038004099035e+00,6.599771859960909204e+00,3.169977804340943006e+00,6.000062223375892678e+00,4.608181310872689451e+00,6.521631824869397853e+00,4.652760098984473736e+00,6.791036941569126739e+00
5.559513663242088732e+00,4.151219891573200371e+00,6.110331888359579189e+00,4.319055636543059684e+00,7.469306854888345448e+00,5.718125875249741696e+00,6.888740179909972561e+00,5.252764541483621485e+00
5.963957700537906526e+00,4.534630251236105636e+00,4.947285537396102661e+00,5.774056938875374634e+00,5.472656720330326685e+00,5.542207058321283242e+00,4.067971553458575862e+00,4.343340888765634844e+00
6.119917786394948322e+00,5.722963359217754231e+00,4.822103114006510260e+00,4.546133616260332744e+00,4.112535332822576883e+00,6.865555899114850646e+00,3.745535051961975004e+00,6.666464257340241062e+00
2.504143845523884693e+00,3.815682581157441078e+00,5.036387721235613846e+00,5.075180612541776881e+00,6.190150224711644888e+00,5.602247055553952748e+00,4.970239549089026987e+00,4.771905785765994779e+00
5.165254084071126961e+00,5.203384846164012423e+00,4.138403797353038982e+00,6.448660063122889419e+00,3.838119704088148509e+00,4.434747482654162631e+00,4.542097579833007437e+00,5.940706939792042007e+00
4.806418662177018852e+00,3.431493193447287204e+00,6.253252761366448809e+00,2.075265858513251516e+00,5.988118076326330197e+00,5.641956880791367368e+00,3.908154393871545729e+00,5.585868148450790827e+00
3.844886169782531393e+00,5.424498057247650884e+00,4.904164047772319179e+00,5.575972573786865283e+00,5.580038290093565223e+00,3.984585204297189875e+00,5.772073466598511615e+00,5.454626934800283600e+00
4.806418662177018852e+00,3.582310727870529732e+00,6.253252761366448809e+00,2.521696437282180181e+00,5.936835828530042214e+00,6.008939482132839238e+00,3.815708106890091322e+00,5.585868148450790827e+00
5.165254084071126961e+00,5.397579036464846602e+00,4.138403797353038982e+00,6.117219530671643035e+00,4.002942998543771225e+00,4.430272843469345467e+00,4.646970542700091578e+00,5.940706939792042007e+00
4.424441132573577740e+00,6.082253080216846186e+00,4.245708686060205572e+00,5.023298017512402680e+00,4.746214820684793168e+00,5.258404233403917161e+00,4.707201040085192467e+00,3.047173723188918437e+00
5.278446599155240726e+00,3.729526566062807191e+00,4.541166316400597758e+00,6.031837902139687735e+00,5.160202058687466398e+00,3.626604075243877290e+00,5.156387515191890536e+00,6.578541356516886651e+00
3.222013180578165326e+00,4.963008457474921364e+00,5.806583180470937577e+00,5.015010974494161111e+00,4.842409998373618407e+00,5.957818378199498000e+00,4.269420004780069888e+00,5.728990006996643736e+00
5.559513663242088732e+00,4.210131748272502250e+00,6.110331888359579189e+00,4.664885568406258010e+00,7.603109766172099881e+00,5.789540664053816066e+00,6.649169138639498655e+00,5.252764541483621485e+00
4.184545667975114291e+00,4.527270859354516119e+00,6.195282919043463288e+00,6.559697217330296759e+00,4.263915610363416597e+00,5.539933137530725027e+00,5.284068093211790718e+00,3.567092140390337285e+00
6.218830894632334072e+00,4.817653275466879492e+00,6.298616581429559602e+00,6.276476537134985989e+00,2.126354732496302802e+00,6.410247770317560878e+00,5.298712080784095058e+00,5.661581121626698909e+00
6.409693440371948547e+00,5.992344651413965551e+00,3.820650657604596656e+00,6.166475366437070171e+00,7.510858874299511712e+00,5.797955827815988172e+00,4.945511265990350402e+00,6.622804107206147428e+00
6.120153778253134114e+00,5.924299833198356957e+00,4.566924450694095583e+00,6.125592387262802418e+00,5.120600368432501881e+00,6.599105889913648326e+00,7.633420385779333905e+00,7.023467368223935914e+00
5.041630038004099035e+00,6.702838432551926573e+00,3.169977804340943006e+00,5.973690859612053927e+00,4.822403255034230618e+00,6.131142632491530797e+00,4.666130757822506858e+00,6.791036941569126739e+00
5.559513663242088732e+00,4.240269684535880046e+00,6.110331888359579189e+00,4.412443372474628589e+00,7.310544812179355922e+00,5.704558390656369049e+00,6.649988417191634582e+00,5.252764541483621485e+00
5.703798504243371426e+00,4.837308794291038438e+00,6.752764585721625856e+00,7.039603445395108849e+00,6.160432141145629537e+00,6.066631925957403304e+00,7.895322223528906669e+00,5.685949842806636845e+00
5.064396702281890761e+00,5.258320687478227562e+00,7.605606649922272311e+00,6.334836022303326430e+00,5.631176622900802897e+00,6.284084399925255582e+00,6.379742905816721432e+00,5.338828030026849802e+00
4.586697150402291534e+00,4.414740070982703379e+00,6.077551713948166956e+00,4.743210239895358171e+00,4.873115477715034949e+00,4.033566392573048276e+00,5.495709444244750941e+00,4.173596816762517925e+00
5.763806359351874242e+00,3.663294495178938792e+00,5.748177408451561554e+00,5.234585618551924391e+00,5.517318002930823972e+00,4.735237169676077329e+00,5.276766011609494100e+00,5.660728135214423418e+00
5.516420136951732722e+00,5.344755460924245583e+00,4.798958377442252399e+00,6.006281087689114173e+00,4.969427787646878869e+00,4.945396989588390468e+00,3.093863627613446354e+00,5.457799104206070062e+00
3.844886169782531393e+00,5.520898014096615292e+00,4.904164047772319179e+00,5.278293748441313049e+00,5.750005338512942821e+00,3.932167972614858176e+00,5.776830781011047300e+00,5.454626934800283600e+00
5.569309219112968279e+00,5.368631557999770543e+00,4.904802862901420646e+00,5.316118159845534485e+00,3.570326039423795894e+00,5.048309775208235095e+00,5.017324177233581040e+00,5.264354914936933305e+00
4.424441132573577740e+00,6.167502976946936499e+00,4.245708686060205572e+00,4.904934862871246359e+00,4.991783279538223539e+00,5.184983302866883470e+00,4.809592526142448143e+00,3.047173723188918437e+00
7.189996420508232511e+00,6.540850671293730656e+00,4.571478964344532159e+00,6.586530815509358483e+00,5.691807750216266726e+00,6.113181454166582540e+00,4.940319296531249904e+00,6.803660665852724776e+00
4.424441132573577740e+00,6.131034252225266101e+00,4.245708686060205572e+00,4.985623316589453680e+00,5.051021184838933031e+00,5.143689439253586571e+00,4.808346530233158056e+00,3.047173723188918437e+00
3.421119040119534827e+00,4.840918440836194492e+00,5.315548469537608511e+00,6.616575075190088917e+00,4.858518113051770726e+00,6.303617921444296890e+00,6.634876664694146164e+00,4.489704538011896062e+00
5.695168740655748962e+00,5.496011853031862238e+00,5.699533267298776629e+00,7.878720091582846585e+00,6.083029356931145770e+00,4.986194288617963544e+00,4.570325475095994072e+00,5.992043213623733600e+00
5.609517603265146590e+00,5.795987336316808403e+00,4.371780787812155289e+00,6.114318165262033311e+00,5.203432980977851230e+00,5.810279189431931002e+00,5.663400819346652959e+00,5.714574407325335059e+00
8.172242092192831819e+00,6.542461170655047731e+00,8.097147982042605108e+00,4.045807130339266422e+00,5.462727000339360650e+00,5.047730496120245824e+00,5.098666133093564312e+00,5.864852417069501556e+00
6.833478460316108283e+00,7.284500116870161079e+00,7.247599804644328181e+00,5.274026547205888704e+00,6.596252495936012039e+00,6.045814403828880579e+00,6.698965384414398372e+00,6.063315352626527321e+00
5.064396702281890761e+00,5.441822630182596043e+00,7.605606649922272311e+00,6.546661372739833951e+00,5.614428448571045394e+00,6.294126705969923741e+00,5.916051226161306076e+00,5.338828030026849802e+00
7.854544690580089750e+00,7.599300614337354709e+00,5.783149526325382261e+00,6.793896084330873997e+00,6.361800550523780018e+00,7.811258088829540647e+00,6.468717355988246709e+00,6.581994831681615921e+00
3.469324135455797542e+00,5.272827037203623668e+00,3.988509884827358576e+00,7.460835069131973363e+00,6.467750307294991785e+00,4.917755345298590264e+00,4.819707365357789541e+00,5.441708297948144590e+00
5.227411413817810271e+00,3.625065233282434018e+00,3.057755832241526583e+00,2.956528849365672951e+00,3.817139368267246979e+00,5.056290637250243414e+00,5.650622391868520999e+00,5.342143792352498366e+00
5.154672815715652945e+00,4.147935842947933160e+00,5.698725230944155840e+00,4.901590813288021486e+00,5.756115001245833085e+00,5.020725644702512369e+00,4.497302306789166870e+00,5.030177817270249818e+00
5.772959542111014919e+00,4.809416743062693733e+00,5.464124140971172494e+00,6.474044479491339210e+00,6.623542718978886690e+00,4.322930482328598778e+00,4.973212662009890650e+00,5.010590728306367758e+00
7.642943316953775934e+00,4.858226832855448762e+00,6.044939055757586388e+00,4.867719122334250414e+00,6.608379947158927514e+00,6.385951672314756244e+00,6.469509248660717304e+00,7.011972912663599899e+00
5.890270273397922196e+00,5.421927571883168540e+00,5.599756202123701954e+00,4.678202012728540637e+00,4.574496200675725710e+00,6.659387972147013279e+00,5.851518236538161055e+00,4.598365525888316263e+00
