3.100000000000000000e+01,8.120000000000000000e+02,2.050000000000000000e+02,6.612903225806451957e+00,2.520000000000000018e-01,3.200000000000000000e+01,1.030000000000000027e+00,4.000000000000000000e+00,1.300000000000000044e-01,2.040999999999999943e+02,1.220000000000000000e+02,3.935483870967741993e+00,8.600000000000000000e+01,2.774193548387096975e+00,1.419999999999999929e+00,2.610000000000000000e+02,8.939999999999999503e+00,1.680000000000000000e+02,5.419354838709677047e+00,1.350000000000000000e+02,4.620000000000000107e+00,1.699999999999999956e+00,6.130000000000000000e+02,2.520000000000000000e+02,4.700000000000000000e+01,1.516129032258064502e+00,9.479999999999999538e-01,1.700000000000000000e+01,5.483870967741935054e-01,7.600000000000000000e+01,2.451612903225806495e+00,5.000000000000000000e+00,7.000000000000000000e+00,3.270000000000000129e-01,1.000000000000000000e+00,3.225806451612903136e-02,1.500000000000000000e+01,4.838709677419354982e-01,2.660000000000000000e+02,8.580645161290322065e+00,3.280000000000000138e-01,8.400000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,3.548387096774193727e-01,1.650000000000000000e+02,5.322580645161290036e+00,0.000000000000000000e+00
4.100000000000000000e+01,1.092000000000000000e+03,3.590000000000000000e+02,8.756097560975609539e+00,3.290000000000000147e-01,5.400000000000000000e+01,1.320000000000000062e+00,1.100000000000000000e+01,2.700000000000000178e-01,2.620000000000000000e+02,1.790000000000000000e+02,4.365853658536585691e+00,1.010000000000000000e+02,2.463414634146341431e+00,1.770000000000000018e+00,3.440000000000000000e+02,9.189999999999999503e+00,2.250000000000000000e+02,5.487804878048780921e+00,1.740000000000000000e+02,4.650000000000000355e+00,1.699999999999999956e+00,7.850000000000000000e+02,3.330000000000000000e+02,6.500000000000000000e+01,1.585365853658536661e+00,9.449999999999999512e-01,1.900000000000000000e+01,4.634146341463414864e-01,1.070000000000000000e+02,2.609756097560975707e+00,8.000000000000000000e+00,2.800000000000000000e+01,3.960000000000000187e-01,6.000000000000000000e+00,1.463414634146341375e-01,6.200000000000000000e+01,1.512195121951219523e+00,4.560000000000000000e+02,1.112195121951219434e+01,4.179999999999999827e-01,2.230000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00,1.219512195121951192e-01,1.820000000000000000e+02,4.439024390243902829e+00,0.000000000000000000e+00
5.000000000000000000e+01,1.319000000000000000e+03,4.430000000000000000e+02,8.859999999999999432e+00,3.360000000000000209e-01,7.800000000000000000e+01,1.560000000000000053e+00,1.600000000000000000e+01,3.200000000000000067e-01,3.190000000000000000e+02,2.370000000000000000e+02,4.740000000000000213e+00,1.010000000000000000e+02,2.020000000000000018e+00,2.350000000000000089e+00,2.590000000000000000e+02,5.679999999999999716e+00,1.320000000000000000e+02,2.640000000000000124e+00,9.700000000000000000e+01,2.129999999999999893e+00,1.129999999999999893e+00,9.550000000000000000e+02,4.470000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+00,9.659999999999999698e-01,3.300000000000000000e+01,6.600000000000000311e-01,1.810000000000000000e+02,3.620000000000000107e+00,2.700000000000000000e+01,1.500000000000000000e+01,4.209999999999999853e-01,1.300000000000000000e+01,2.600000000000000089e-01,2.080000000000000000e+02,4.160000000000000142e+00,5.890000000000000000e+02,1.177999999999999936e+01,4.470000000000000084e-01,3.260000000000000000e+02,6.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000033e-01,1.340000000000000000e+02,2.680000000000000160e+00,1.000000000000000000e+00
3.500000000000000000e+01,9.110000000000000000e+02,2.140000000000000000e+02,6.114285714285713880e+00,2.349999999999999867e-01,4.300000000000000000e+01,1.229999999999999982e+00,3.000000000000000000e+00,8.999999999999999667e-02,2.221999999999999886e+02,1.280000000000000000e+02,3.657142857142857029e+00,5.300000000000000000e+01,1.514285714285714235e+00,2.419999999999999929e+00,3.180000000000000000e+02,1.000000000000000000e+01,1.890000000000000000e+02,5.400000000000000355e+00,1.510000000000000000e+02,4.750000000000000000e+00,1.669999999999999929e+00,6.680000000000000000e+02,2.450000000000000000e+02,4.700000000000000000e+01,1.342857142857142749e+00,9.509999999999999565e-01,1.600000000000000000e+01,4.571428571428571286e-01,7.200000000000000000e+01,2.057142857142856940e+00,6.000000000000000000e+00,1.100000000000000000e+01,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,5.999999999999999778e-01,2.810000000000000000e+02,8.028571428571428470e+00,3.079999999999999960e-01,8.600000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,1.714285714285714302e-01,1.980000000000000000e+02,5.657142857142857473e+00,0.000000000000000000e+00
4.200000000000000000e+01,1.170000000000000000e+03,4.010000000000000000e+02,9.547619047619047450e+00,3.430000000000000271e-01,7.100000000000000000e+01,1.689999999999999947e+00,1.200000000000000000e+01,2.899999999999999800e-01,2.600000000000000000e+02,2.640000000000000000e+02,6.285714285714285587e+00,5.100000000000000000e+01,1.214285714285714191e+00,5.179999999999999716e+00,2.250000000000000000e+02,6.059999999999999609e+00,9.800000000000000000e+01,2.333333333333333481e+00,8.400000000000000000e+01,2.259999999999999787e+00,1.060000000000000053e+00,7.790000000000000000e+02,2.190000000000000000e+02,2.300000000000000000e+01,5.476190476190476719e-01,9.769999999999999796e-01,1.700000000000000000e+01,4.047619047619047672e-01,1.250000000000000000e+02,2.976190476190476275e+00,1.200000000000000000e+01,1.300000000000000000e+01,4.099999999999999756e-01,1.200000000000000000e+01,2.857142857142856984e-01,2.600000000000000000e+01,6.190476190476190688e-01,5.800000000000000000e+02,1.380952380952381020e+01,4.959999999999999964e-01,2.850000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00,1.428571428571428492e-01,1.610000000000000000e+02,3.833333333333333481e+00,0.000000000000000000e+00
3.200000000000000000e+01,8.430000000000000000e+02,2.280000000000000000e+02,7.125000000000000000e+00,2.700000000000000178e-01,2.900000000000000000e+01,9.100000000000000311e-01,3.000000000000000000e+00,8.999999999999999667e-02,2.030000000000000000e+02,1.500000000000000000e+02,4.687500000000000000e+00,6.700000000000000000e+01,2.093750000000000000e+00,2.240000000000000213e+00,2.800000000000000000e+02,9.660000000000000142e+00,1.820000000000000000e+02,5.687500000000000000e+00,1.350000000000000000e+02,4.660000000000000142e+00,1.709999999999999964e+00,6.090000000000000000e+02,1.910000000000000000e+02,6.200000000000000000e+01,1.937500000000000000e+00,9.280000000000000471e-01,1.100000000000000000e+01,3.437500000000000000e-01,5.400000000000000000e+01,1.687500000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,3.210000000000000075e-01,4.000000000000000000e+00,1.250000000000000000e-01,6.500000000000000000e+01,2.031250000000000000e+00,2.660000000000000000e+02,8.312500000000000000e+00,3.160000000000000031e-01,1.150000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,6.250000000000000000e-02,1.940000000000000000e+02,6.062500000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,1.090000000000000000e+03,3.450000000000000000e+02,8.414634146341462895e+00,3.170000000000000040e-01,6.400000000000000000e+01,1.560000000000000053e+00,8.000000000000000000e+00,2.000000000000000111e-01,2.590000000000000000e+02,1.320000000000000000e+02,3.219512195121951414e+00,8.000000000000000000e+01,1.951219512195121908e+00,1.649999999999999911e+00,3.790000000000000000e+02,1.024000000000000021e+01,2.110000000000000000e+02,5.146341463414634276e+00,1.640000000000000000e+02,4.429999999999999716e+00,1.360000000000000098e+00,7.770000000000000000e+02,2.660000000000000000e+02,4.900000000000000000e+01,1.195121951219512146e+00,9.549999999999999600e-01,1.100000000000000000e+01,2.682926829268292845e-01,8.500000000000000000e+01,2.073170731707317138e+00,7.000000000000000000e+00,2.800000000000000000e+01,3.699999999999999956e-01,2.000000000000000000e+00,4.878048780487805047e-02,2.100000000000000000e+01,5.121951219512195230e-01,4.550000000000000000e+02,1.109756097560975618e+01,4.169999999999999818e-01,1.860000000000000000e+02,4.000000000000000000e+00,1.100000000000000000e+01,2.682926829268292845e-01,1.110000000000000000e+02,2.707317073170731891e+00,0.000000000000000000e+00
4.200000000000000000e+01,1.057000000000000000e+03,3.080000000000000000e+02,7.333333333333333037e+00,2.909999999999999809e-01,6.500000000000000000e+01,1.550000000000000044e+00,5.000000000000000000e+00,1.199999999999999956e-01,2.801000000000000227e+02,1.840000000000000000e+02,4.380952380952381375e+00,8.100000000000000000e+01,1.928571428571428603e+00,2.270000000000000018e+00,2.520000000000000000e+02,6.290000000000000036e+00,1.140000000000000000e+02,2.714285714285714413e+00,8.100000000000000000e+01,2.020000000000000018e+00,1.189999999999999947e+00,8.410000000000000000e+02,3.150000000000000000e+02,5.300000000000000000e+01,1.261904761904761862e+00,9.559999999999999609e-01,1.600000000000000000e+01,3.809523809523809312e-01,9.900000000000000000e+01,2.357142857142857206e+00,1.400000000000000000e+01,4.100000000000000000e+01,3.569999999999999840e-01,1.000000000000000000e+01,2.380952380952380820e-01,5.500000000000000000e+01,1.309523809523809534e+00,4.280000000000000000e+02,1.019047619047618980e+01,4.050000000000000266e-01,1.780000000000000000e+02,4.000000000000000000e+00,1.000000000000000000e+01,2.380952380952380820e-01,1.550000000000000000e+02,3.690476190476190688e+00,0.000000000000000000e+00
3.000000000000000000e+01,6.990000000000000000e+02,1.870000000000000000e+02,6.233333333333333393e+00,2.680000000000000160e-01,3.500000000000000000e+01,1.169999999999999929e+00,6.000000000000000000e+00,2.000000000000000111e-01,1.640999999999999943e+02,1.150000000000000000e+02,3.833333333333333481e+00,9.900000000000000000e+01,3.299999999999999822e+00,1.159999999999999920e+00,2.480000000000000000e+02,1.056000000000000050e+01,2.170000000000000000e+02,7.233333333333333393e+00,1.800000000000000000e+02,7.669999999999999929e+00,2.220000000000000195e+00,4.930000000000000000e+02,2.000000000000000000e+02,5.400000000000000000e+01,1.800000000000000044e+00,9.280000000000000471e-01,1.700000000000000000e+01,5.666666666666666519e-01,7.300000000000000000e+01,2.433333333333333126e+00,7.000000000000000000e+00,5.000000000000000000e+00,3.479999999999999760e-01,4.000000000000000000e+00,1.333333333333333315e-01,4.000000000000000000e+01,1.333333333333333259e+00,2.430000000000000000e+02,8.099999999999999645e+00,3.479999999999999760e-01,1.450000000000000000e+02,4.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000111e-01,1.300000000000000000e+02,4.333333333333333037e+00,0.000000000000000000e+00
4.300000000000000000e+01,1.230000000000000000e+03,4.140000000000000000e+02,9.627906976744185386e+00,3.370000000000000218e-01,8.100000000000000000e+01,1.879999999999999893e+00,1.200000000000000000e+01,2.800000000000000266e-01,2.891000000000000227e+02,2.620000000000000000e+02,6.093023255813953654e+00,1.140000000000000000e+02,2.651162790697674243e+00,2.299999999999999822e+00,3.020000000000000000e+02,7.309999999999999609e+00,1.840000000000000000e+02,4.279069767441860073e+00,1.330000000000000000e+02,3.220000000000000195e+00,1.439999999999999947e+00,8.680000000000000000e+02,2.410000000000000000e+02,5.600000000000000000e+01,1.302325581395348930e+00,9.519999999999999574e-01,9.000000000000000000e+00,2.093023255813953598e-01,9.700000000000000000e+01,2.255813953488372103e+00,1.000000000000000000e+01,4.600000000000000000e+01,3.860000000000000098e-01,8.000000000000000000e+00,1.860465116279069742e-01,6.100000000000000000e+01,1.418604651162790775e+00,5.310000000000000000e+02,1.234883720930232620e+01,4.319999999999999951e-01,2.460000000000000000e+02,5.000000000000000000e+00,9.000000000000000000e+00,2.093023255813953598e-01,1.160000000000000000e+02,2.697674418604651070e+00,0.000000000000000000e+00
