6.698100376464160011e-01,2.005427444255344915e-01,6.732947780904040558e-01,2.936704045932384544e-01,6.490437070044613455e-01,1.286048004063422789e+00,2.616163008501163900e-01,1.025064797279515494e+00,3.404017872147873658e-01,1.122952218384052792e+00,1.105847594382724397e+00,1.050518652779548923e+00,2.849994050392533063e-01,9.085507477649918950e-01,7.155379518319859855e-01,1.064946633318623270e+00,5.373092322223204098e-01,6.200700625737445293e-01,8.125997875641007839e-01,2.345604314626999198e-01
7.210206066183817430e-01,1.153745262219204371e+00,8.606354970632285051e-01,1.242489894197862599e+00,1.924669515016477483e-01,1.039942310242513379e+00,4.541301149774586432e-01,2.448787077959282688e-01,5.998240281784581462e-01,1.074325322826278573e+00,5.899137209498666046e-01,6.869941757876558697e-01,4.492480525887063147e-01,6.938814969785034314e-01,1.171534770423428573e-01,1.255201321890899946e+00,1.133443218019406284e+00,3.614481255047594099e-02,9.962934945218672178e-01,6.452937785684567107e-01
1.113731519104851131e+00,8.772173712380774147e-01,5.912212041749964619e-01,3.758639277358096775e-01,9.932452944464664757e-01,7.029186166411380832e-01,8.948478444104337459e-01,9.993977820876817075e-01,1.073479427215212167e+00,1.217907164616176263e-02,4.411615495958120525e-01,4.095514674793879761e-01,1.160424261052461103e+00,8.866874439425342924e-01,9.951531578929928568e-01,5.849113853255419881e-01,1.108958459074591840e-01,5.192956903110573785e-01,5.265894231761318878e-01,1.173870502228040902e+00
1.199628793422505169e+00,4.114486161404945497e-01,6.708332734527004959e-01,1.325145418490155880e+00,1.161842285148969145e+00,3.873958850719088076e-01,4.097370293324945068e-01,9.367321515644669860e-01,4.553212754441652299e-01,2.472371336032343769e-01,1.046313453954700767e+00,1.071218146838831542e+00,3.303081140610454880e-01,6.271132291886646337e-01,6.406792901772426774e-01,5.692557609151354114e-01,1.029374640295606547e+00,9.028058680367528899e-01,6.305748766412251349e-01,5.764014930899972189e-01
6.853161803008611663e-01,7.989322189780230232e-01,-9.922888420701569956e-02,4.973580981284690394e-01,9.328484902759217601e-01,7.303054353204760374e-02,6.710146645483631156e-01,7.003319168984956100e-01,5.668023829224027033e-01,2.218316773660528041e-01,1.172868895921226340e-01,-7.965323569984616991e-02,6.861590271731279334e-01,9.657931271272902629e-01,9.803134623143205939e-01,5.883258606957988412e-01,6.283829449509058529e-01,1.544702113106153352e-01,5.567459021055307655e-01,1.151437384014447618e-01
7.005369464325447160e-01,9.292878086923883618e-01,2.697543588084502786e-01,5.018497335963880701e-01,9.240114551023841383e-01,4.645506404727231531e-02,1.073208671357550603e-02,7.298754939374716422e-01,1.107526600090794483e-01,1.277834078568602205e+00,3.283818146252529546e-01,1.534191309576179441e-01,6.475683591158005736e-01,2.047110024055605604e-01,1.018045798401384650e+00,3.546850181627277387e-01,8.555617345620983860e-01,6.038466048444542933e-01,9.603860685074766534e-01,6.718616845085567668e-03
6.395964378171621334e-01,9.386969861246174940e-01,1.139618971495344857e+00,6.931835342362110963e-02,8.871124413895052907e-01,1.179734501294442017e+00,2.210166326996829134e-01,4.226435534288829343e-01,5.915551783630109695e-01,8.132653088521030194e-01,1.084758267743297644e+00,1.100986315056416975e+00,3.174951102889739807e-01,7.057955973761341761e-01,6.755133514285851515e-01,7.553935668336605458e-01,3.253619366335998020e-01,9.011070754290587681e-01,1.453512487086079608e+00,1.043675827518075305e+00
7.346855299570107523e-01,8.700266940491372392e-01,9.222775358061892081e-01,-4.275063345256897157e-02,7.612267916816298219e-02,3.846057708463463953e-01,7.928016653093216126e-01,1.252124158549374755e-01,7.736063754389157499e-01,3.359049954492522305e-01,5.194810413110236835e-01,4.177369833902609408e-01,7.688931482957310770e-01,-6.920836983338819748e-02,1.086958901636886354e-02,8.229448050674301740e-01,6.334443851959410399e-01,5.028532949900937910e-01,2.033463877302314482e-01,7.453376598921424012e-01
9.629582736293872403e-01,1.056432596771570420e+00,7.038466349119759657e-01,2.258192117806687715e-01,1.197760879172997450e+00,9.137049698357907479e-01,7.872979418283286845e-01,3.521419359152921369e-01,6.551670409159440212e-01,8.038636643182054398e-01,8.337500151925656411e-01,1.027763501807223312e+00,2.445769032044356472e-01,4.037253798618364864e-01,9.563361933838823159e-01,5.582307265582728828e-01,6.052301924987791848e-01,2.851633775286077643e-01,1.021589308403904495e+00,9.878204515675116371e-01
9.460891190018632102e-01,6.477546850133453216e-02,4.466233984759117592e-01,6.266628679941286251e-01,2.495297528785433150e-01,5.750156720602913607e-01,3.907205032901766573e-01,1.126337259409025959e-01,1.444843465016095452e-01,3.947465022355891029e-01,1.128815515215015747e-01,4.653215417499248496e-01,3.203134828738227746e-01,2.129232974314819449e-01,5.648580377311223089e-01,2.705611801981503972e-01,2.240465663409386132e-01,1.170396391564831884e+00,6.056854128097099998e-02,6.963134675753035463e-01
