5.596936182634260071e+00,6.392942761507953264e+00,7.000000000000000000e+00,6.000000000000000000e+00,6.178397920934276755e+00,5.707032906583208387e+00,6.606475837663988493e+00,5.000000000000000000e+00,7.137377237590487589e+00,6.000000000000000000e+00,6.139811079422889506e+00,5.230782131587992545e+00,0.000000000000000000e+00
5.429079244458185016e+00,5.295145026661611354e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.989084477735656442e+00,3.945630919638355216e+00,4.585736949734159573e+00,5.000000000000000000e+00,8.623489834432216838e+00,6.000000000000000000e+00,5.208136316826575296e+00,2.886572636423907046e+00,0.000000000000000000e+00
5.702416278630280999e+00,6.172277658109750043e+00,5.000000000000000000e+00,6.000000000000000000e+00,6.611566242440889418e+00,6.860788559146004495e+00,7.077732213425575125e+00,7.000000000000000000e+00,6.919119402946146025e+00,5.000000000000000000e+00,4.684395358828024492e+00,5.871245612334811348e+00,0.000000000000000000e+00
4.307809436072778553e+00,4.170767863344912563e+00,3.000000000000000000e+00,6.000000000000000000e+00,4.405415807354606805e+00,4.066205918462392432e+00,5.680601964666125880e+00,6.000000000000000000e+00,5.241231750179532689e+00,4.000000000000000000e+00,4.411881252408918819e+00,4.452292338608677014e+00,1.000000000000000000e+00
5.064396702281891649e+00,5.360269144038062095e+00,7.000000000000000000e+00,6.000000000000000000e+00,7.605606649922272311e+00,6.865364218927993534e+00,5.551477952748361311e+00,7.000000000000000000e+00,6.185242515923736306e+00,7.000000000000000000e+00,6.178489922647449895e+00,5.338828030026849802e+00,0.000000000000000000e+00
5.834274881550022052e+00,3.564324902474581336e+00,6.000000000000000000e+00,5.000000000000000000e+00,3.256778897425100627e+00,6.439137232078672390e+00,4.063638483309349958e+00,5.000000000000000000e+00,5.111320157992907731e+00,5.000000000000000000e+00,7.740854117153215697e+00,6.109896104192471533e+00,1.000000000000000000e+00
4.806418662177017964e+00,3.568841566999841675e+00,4.000000000000000000e+00,4.000000000000000000e+00,6.253252761366448809e+00,2.372732505515662726e+00,6.010641537989807937e+00,6.000000000000000000e+00,5.762946468562180513e+00,5.000000000000000000e+00,3.862950657653488218e+00,5.585868148450790827e+00,1.000000000000000000e+00
5.248059698371619675e+00,6.832010780007577111e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.363831823361921991e+00,4.710552162186275815e+00,3.841817894194711869e+00,5.000000000000000000e+00,5.252324448961037007e+00,4.000000000000000000e+00,5.120996746251318399e+00,2.759233286584839018e+00,1.000000000000000000e+00
4.586697150402292422e+00,4.472360493702332462e+00,5.000000000000000000e+00,6.000000000000000000e+00,6.077551713948166956e+00,4.704024694110908733e+00,5.087674990123332464e+00,5.000000000000000000e+00,4.024883366802745499e+00,4.000000000000000000e+00,5.530339275784856845e+00,4.173596816762517925e+00,1.000000000000000000e+00
5.720898761006208311e+00,4.721652481882688157e+00,4.000000000000000000e+00,6.000000000000000000e+00,4.798887743305176201e+00,4.881947041280411348e+00,4.242297180806550827e+00,5.000000000000000000e+00,4.080719840070524462e+00,5.000000000000000000e+00,7.261584877503245217e+00,3.401321671067546237e+00,1.000000000000000000e+00
6.062941110179740356e+00,4.574905119072028903e+00,3.000000000000000000e+00,7.000000000000000000e+00,4.693400942144225318e+00,4.655206077487698657e+00,8.468993968942982065e+00,5.000000000000000000e+00,3.567088234240015865e+00,4.000000000000000000e+00,4.704239235427077226e+00,5.324073933228348210e+00,1.000000000000000000e+00
6.406390970884772607e+00,4.913909663874560074e+00,6.000000000000000000e+00,5.000000000000000000e+00,5.079176950101190080e+00,5.817027119612646402e+00,4.284055902060181609e+00,5.000000000000000000e+00,5.643546372651056409e+00,7.000000000000000000e+00,6.285720098484343765e+00,5.980711170141383981e+00,0.000000000000000000e+00
5.441972337023505801e+00,6.094951775777569303e+00,5.000000000000000000e+00,3.000000000000000000e+00,5.184801085680796007e+00,5.724829817988695169e+00,5.867825496696015719e+00,6.000000000000000000e+00,4.636005739998609876e+00,4.000000000000000000e+00,3.642272885823508943e+00,4.426116001253253884e+00,1.000000000000000000e+00
5.534314402482072737e+00,5.334690931559436855e+00,8.000000000000000000e+00,6.000000000000000000e+00,6.577870114386355382e+00,3.300915982379876379e+00,4.949459734272009470e+00,5.000000000000000000e+00,6.447242958065217522e+00,5.000000000000000000e+00,5.726026103232553233e+00,7.893198818668892613e+00,0.000000000000000000e+00
6.448160599933220105e+00,5.414749652376669609e+00,7.000000000000000000e+00,4.000000000000000000e+00,5.405745875597895989e+00,3.860177883852395908e+00,3.096017710556699942e+00,5.000000000000000000e+00,6.037852722801498651e+00,4.000000000000000000e+00,4.833750662522302122e+00,4.855566242250057840e+00,1.000000000000000000e+00
4.863069148955996290e+00,4.764313988601211136e+00,5.000000000000000000e+00,7.000000000000000000e+00,4.034312074916550195e+00,4.596739707619938109e+00,5.386088872820432805e+00,5.000000000000000000e+00,3.422335594623133304e+00,6.000000000000000000e+00,3.578348811742030122e+00,5.622138907901725879e+00,1.000000000000000000e+00
6.155975179037041833e+00,5.934636625855872261e+00,5.000000000000000000e+00,6.000000000000000000e+00,5.852344755481762029e+00,5.460427972629855020e+00,5.851116064467955624e+00,6.000000000000000000e+00,5.853992880944767663e+00,4.000000000000000000e+00,5.875306631594007456e+00,4.547043652174622252e+00,0.000000000000000000e+00
7.202328608311590052e+00,6.716851061243286125e+00,5.000000000000000000e+00,6.000000000000000000e+00,6.894091645579104366e+00,4.651015265311920110e+00,7.352532663843026839e+00,4.000000000000000000e+00,7.341246097542655669e+00,7.000000000000000000e+00,4.798448269153865020e+00,5.052880453389260396e+00,0.000000000000000000e+00
6.213947305949133693e+00,3.574366916460695265e+00,4.000000000000000000e+00,3.000000000000000000e+00,6.094333442811508128e+00,3.757847970660169512e+00,5.728375726306419224e+00,6.000000000000000000e+00,5.850986638125769801e+00,6.000000000000000000e+00,3.304138025944267198e+00,4.831299678991642033e+00,1.000000000000000000e+00
6.280245308122494485e+00,4.621907498774150191e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.781610972549538374e+00,3.579683850696036007e+00,6.138232018794196776e+00,7.000000000000000000e+00,6.483437202399424670e+00,6.000000000000000000e+00,5.290665655894036590e+00,3.514021712469096670e+00,1.000000000000000000e+00
3.469324135455797098e+00,5.251128802861951606e+00,5.000000000000000000e+00,6.000000000000000000e+00,3.988509884827358576e+00,7.116241136388179456e+00,6.473887380874506547e+00,6.000000000000000000e+00,4.923208366311151885e+00,8.000000000000000000e+00,4.912981783252285517e+00,5.441708297948144590e+00,0.000000000000000000e+00
7.392368145008025415e+00,3.268831804828124632e+00,6.000000000000000000e+00,7.000000000000000000e+00,5.927271135300092197e+00,6.084747549640792563e+00,7.031500043104449205e+00,6.000000000000000000e+00,6.639702276963304506e+00,6.000000000000000000e+00,6.698943034243196593e+00,6.822522142093904840e+00,0.000000000000000000e+00
5.358707690851662875e+00,4.247611371601324848e+00,5.000000000000000000e+00,7.000000000000000000e+00,5.191702384629327760e+00,6.509777953854533727e+00,5.492052623212219764e+00,5.000000000000000000e+00,3.963463720569664783e+00,4.000000000000000000e+00,3.278991962588007958e+00,4.332985368491679701e+00,1.000000000000000000e+00
5.154672815715652945e+00,4.194010982817287569e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.698725230944155840e+00,4.710926569400552211e+00,5.715742563601354576e+00,3.000000000000000000e+00,5.014955246368434594e+00,5.000000000000000000e+00,4.582410491466916369e+00,5.030177817270249818e+00,1.000000000000000000e+00
5.075551760440045079e+00,6.784911369753479526e+00,5.000000000000000000e+00,8.000000000000000000e+00,3.963238412353639273e+00,6.310042517227445913e+00,7.330238115675602906e+00,4.000000000000000000e+00,5.342560181570309652e+00,7.000000000000000000e+00,5.596923972892447807e+00,5.130745797881944625e+00,0.000000000000000000e+00
6.120153778253134114e+00,5.920678495613513448e+00,6.000000000000000000e+00,8.000000000000000000e+00,4.566924450694095583e+00,5.981041075843572585e+00,5.000988976757631654e+00,5.000000000000000000e+00,6.608870113655071599e+00,5.000000000000000000e+00,7.705304066820359843e+00,7.023467368223935914e+00,0.000000000000000000e+00
4.396373738993175628e+00,5.276411882204571135e+00,6.000000000000000000e+00,4.000000000000000000e+00,5.392863459974896578e+00,6.370200847050081272e+00,6.118735036706305586e+00,6.000000000000000000e+00,4.165101488303223576e+00,5.000000000000000000e+00,6.979141574727753650e+00,6.181663834358588794e+00,1.000000000000000000e+00
5.703798504243371426e+00,4.734322939336449210e+00,6.000000000000000000e+00,7.000000000000000000e+00,6.752764585721625856e+00,6.749683596331895075e+00,6.129596780820310009e+00,6.000000000000000000e+00,6.179002433161318031e+00,5.000000000000000000e+00,7.943247908860389117e+00,5.685949842806636845e+00,0.000000000000000000e+00
4.657119772003373015e+00,6.060578349499541773e+00,5.000000000000000000e+00,4.000000000000000000e+00,3.497997812211516955e+00,6.278250645313206313e+00,4.282529719115513167e+00,4.000000000000000000e+00,5.389905444905398468e+00,7.000000000000000000e+00,4.792198528596924412e+00,5.557160298838362600e+00,1.000000000000000000e+00
5.834853337518704386e+00,5.511091797681804572e+00,5.000000000000000000e+00,5.000000000000000000e+00,4.341084442003721122e+00,5.844253871777644882e+00,6.178045840658651144e+00,5.000000000000000000e+00,6.048946868976566194e+00,5.000000000000000000e+00,5.172957876510821507e+00,6.250668231172031852e+00,1.000000000000000000e+00
5.763806359351873354e+00,3.890313612332137794e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.748177408451561554e+00,5.357901719358076242e+00,5.331220939670048509e+00,5.000000000000000000e+00,4.928569631319978050e+00,5.000000000000000000e+00,5.155287867787220257e+00,5.660728135214424306e+00,1.000000000000000000e+00
5.546098613467955296e+00,6.499395243853878235e+00,5.000000000000000000e+00,6.000000000000000000e+00,5.759195017875968325e+00,6.017199301179075199e+00,7.250997224827009369e+00,6.000000000000000000e+00,4.039186624921756952e+00,4.000000000000000000e+00,5.850030143585719600e+00,7.691195401556473854e+00,0.000000000000000000e+00
7.189996420508232511e+00,6.650038093161188435e+00,5.000000000000000000e+00,7.000000000000000000e+00,4.571478964344532159e+00,6.490175769795020422e+00,5.726844327470759666e+00,7.000000000000000000e+00,6.210600289542069774e+00,5.000000000000000000e+00,5.052577394518579901e+00,6.803660665852724776e+00,0.000000000000000000e+00
5.569309219112968279e+00,5.288978967480164606e+00,5.000000000000000000e+00,6.000000000000000000e+00,4.904802862901420646e+00,4.985036481175220580e+00,3.564035574189634126e+00,4.000000000000000000e+00,4.968485207076920318e+00,6.000000000000000000e+00,5.122016733163380131e+00,5.264354914936932417e+00,1.000000000000000000e+00
5.041630038004099035e+00,6.789977958622037235e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.169977804340943006e+00,6.144191730795284023e+00,4.802284314078367977e+00,5.000000000000000000e+00,6.233267901067346628e+00,5.000000000000000000e+00,4.592609079660638471e+00,6.791036941569127627e+00,1.000000000000000000e+00
7.279756086540614568e+00,5.964316677917874010e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.924657996540192428e+00,5.525987463882330530e+00,5.083509530238441876e+00,7.000000000000000000e+00,5.797929652227150399e+00,5.000000000000000000e+00,4.976161419773049488e+00,4.802076265457437820e+00,0.000000000000000000e+00
4.320709351897042083e+00,5.751255426528447678e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.205238214714004386e+00,4.343903613295264421e+00,3.264623217564675883e+00,6.000000000000000000e+00,5.079716997269247969e+00,5.000000000000000000e+00,4.498765367735804155e+00,6.214676951742508670e+00,1.000000000000000000e+00
5.648482083124780395e+00,6.318851383309972647e+00,4.000000000000000000e+00,6.000000000000000000e+00,7.088950385344263694e+00,5.952151238993019788e+00,6.119838574158673161e+00,7.000000000000000000e+00,5.918971273701740365e+00,6.000000000000000000e+00,5.875457678935984696e+00,7.109955413944661018e+00,0.000000000000000000e+00
4.997042283225035852e+00,6.176936655489040362e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.079871433948802029e+00,5.128711618512380888e+00,6.721169413803480097e+00,8.000000000000000000e+00,5.146525723039570011e+00,5.000000000000000000e+00,8.416379463503957936e+00,6.329816018617397511e+00,0.000000000000000000e+00
5.516420136951732722e+00,5.304404850780368719e+00,6.000000000000000000e+00,5.000000000000000000e+00,4.798958377442252399e+00,6.101050268893792428e+00,5.133834760858098534e+00,4.000000000000000000e+00,4.952670929526024501e+00,4.000000000000000000e+00,3.277935048914371485e+00,5.457799104206070062e+00,1.000000000000000000e+00
5.327867083865434061e+00,7.016695653722746506e+00,4.000000000000000000e+00,6.000000000000000000e+00,5.782514958377980463e+00,6.945124226972864356e+00,7.646151899898817383e+00,5.000000000000000000e+00,6.970193284754164331e+00,7.000000000000000000e+00,6.526033113347512682e+00,5.469854313381163458e+00,0.000000000000000000e+00
