0,1,2,3,4,5,6,7,8,9,10,11,12
6.759077634433424,6.069719032998113,5.0,6.0,5.517367679304701,5.997509006592686,7.046217808959425,6.0,7.562443846378077,5.0,3.522573541769326,5.102508677937091,0.0
5.352765885834123,5.477369717607009,5.0,5.0,6.400740401509188,5.866667176523403,7.1259580771254045,5.0,5.178025377461587,7.0,5.398014863303019,6.926184137370072,0.0
7.473440013263896,6.341728073527747,6.0,5.0,4.892323600056766,3.8542997342252994,4.116113624452132,6.0,6.650298432465995,6.0,5.653521182009294,3.940318107238283,1.0
5.772959542111015,4.802364332090476,6.0,7.0,5.4641241409711725,6.3840170940637835,6.643205694432706,4.0,4.261728615031553,7.0,4.7341376419143275,5.010590728306368,0.0
5.559513663242089,4.211026284166422,6.0,4.0,6.110331888359579,4.284004448987456,7.341167749609326,5.0,5.7181392514204346,5.0,6.807556895535168,5.252764541483621,0.0
6.120153778253134,5.9206784956135134,6.0,8.0,4.566924450694096,5.981041075843573,5.000988976757632,5.0,6.608870113655072,5.0,7.70530406682036,7.023467368223936,0.0
5.702416278630281,6.17227765810975,5.0,6.0,6.611566242440889,6.8607885591460045,7.077732213425575,7.0,6.919119402946146,5.0,4.6843953588280245,5.871245612334811,0.0
3.101329321545068,6.060480705654254,4.0,5.0,3.0826122299661303,4.32341942835676,5.00918411948192,6.0,5.0823086606062375,5.0,6.038710009775029,4.373417322686322,1.0
5.227411413817809,3.804893267008152,6.0,4.0,3.0577558322415266,3.113451423900443,3.853110005707307,4.0,5.205356457094306,4.0,5.515494695105514,5.3421437923524975,1.0
6.827765379157657,3.953273376334464,5.0,4.0,5.362786165522879,3.546246001262089,4.967168905500824,5.0,3.607765384365688,6.0,4.565739167861788,5.918935274970816,1.0
6.406390970884773,4.91390966387456,6.0,5.0,5.07917695010119,5.817027119612646,4.284055902060182,5.0,5.643546372651056,7.0,6.285720098484344,5.980711170141384,0.0
5.834274881550022,3.5643249024745813,6.0,5.0,3.2567788974251006,6.439137232078672,4.06363848330935,5.0,5.111320157992908,5.0,7.740854117153216,6.1098961041924715,1.0
5.985452131738758,5.76598798577542,6.0,6.0,6.146164545975155,5.9191194225666255,6.256312746098953,5.0,5.23217380976894,6.0,5.535745545530311,5.929357242347352,0.0
5.568781812082711,4.147172164422229,4.0,3.0,5.723142375822151,4.203513520748849,6.385224282071396,6.0,6.72973219786688,5.0,3.968638393885236,5.756198766279214,1.0
4.320709351897042,5.751255426528448,5.0,4.0,5.205238214714004,4.343903613295264,3.264623217564676,6.0,5.079716997269248,5.0,4.498765367735804,6.214676951742509,1.0
3.349791576284487,5.35509996541197,5.0,5.0,5.853716906147333,6.057899221945308,5.315870807146865,6.0,3.726121054000703,4.0,6.356141424832544,5.815175962838793,1.0
5.702416278630281,6.17227765810975,5.0,6.0,6.611566242440889,6.8607885591460045,7.077732213425575,7.0,6.919119402946146,5.0,4.6843953588280245,5.871245612334811,0.0
3.2984821677703575,4.59469458023788,5.0,6.0,6.370102570774671,4.793105631867273,3.424677031292331,4.0,6.156862847628691,6.0,5.241338997976869,4.043854410893648,1.0
5.690246921787401,6.320501096584722,5.0,7.0,6.23609727578452,7.19200277645654,6.91031679754586,7.0,5.915114648076031,6.0,3.74663903749222,7.372480156811832,0.0
6.759077634433424,6.069719032998113,5.0,6.0,5.517367679304701,5.997509006592686,7.046217808959425,6.0,7.562443846378077,5.0,3.522573541769326,5.102508677937091,0.0
5.2472440698708045,6.474493167038526,7.0,7.0,6.137196564332257,7.296585543639045,6.545846342442442,5.0,6.301731248582392,6.0,5.91665435240236,6.091445073409664,0.0
4.817667697097774,5.122630900951291,4.0,6.0,5.333178113067349,4.694401629423764,4.962687245228892,4.0,6.237822929533742,4.0,6.247173820142635,2.9806241716064847,1.0
5.772959542111015,4.802364332090476,6.0,7.0,5.4641241409711725,6.3840170940637835,6.643205694432706,4.0,4.261728615031553,7.0,4.7341376419143275,5.010590728306368,0.0
5.782608789892556,6.134032242005723,7.0,5.0,5.455719575381569,5.839877215016824,6.744182072935935,5.0,4.659429033532899,6.0,5.401414297354078,4.556797165866226,1.0
6.995733791677871,6.844896328941348,5.0,5.0,6.2777242448072,4.957464299445332,3.665683095525437,7.0,4.536190632354096,5.0,4.333582392831229,5.740990219803626,0.0
5.624358250086215,3.8005012356521233,4.0,3.0,6.550786304140585,4.4276551080311854,6.851221313597382,5.0,3.169221244863408,2.0,4.171246661608333,4.298877328453517,1.0
7.392368145008025,3.2688318048281246,6.0,7.0,5.927271135300092,6.084747549640793,7.031500043104449,6.0,6.6397022769633045,6.0,6.698943034243197,6.822522142093905,0.0
4.3078094360727786,4.170767863344913,3.0,6.0,4.405415807354607,4.066205918462392,5.680601964666126,6.0,5.241231750179533,4.0,4.411881252408919,4.452292338608677,1.0
7.85454469058009,7.335607307031981,6.0,6.0,5.783149526325382,7.056815324317457,6.344510254204697,7.0,7.576761327898738,7.0,6.541647432499912,6.581994831681616,0.0
4.299841670599792,5.244158050912298,5.0,6.0,5.191225530714162,4.911741322853142,4.128599963883043,3.0,4.370017640564722,4.0,6.493875092603284,5.486356659202236,1.0
4.184545667975113,4.496212814279739,6.0,6.0,6.195282919043463,6.49810414744724,4.175434777542119,5.0,5.474373466130079,6.0,5.251178775624798,3.567092140390337,1.0
6.995733791677871,6.844896328941348,5.0,5.0,6.2777242448072,4.957464299445332,3.665683095525437,7.0,4.536190632354096,5.0,4.333582392831229,5.740990219803626,0.0
4.612193025816769,4.751869747960881,4.0,5.0,5.8988937117104605,6.3249190085688545,6.679212611921071,7.0,7.02130232832282,6.0,6.266987693670802,7.092407631789497,0.0
7.064664516037256,5.916795868855261,7.0,5.0,6.598435736150645,5.196119905127738,5.768734892230009,6.0,7.05853916311841,5.0,6.753587045779796,5.591417464625144,0.0
5.123183492954587,5.882802481782955,6.0,7.0,7.2882004747791775,5.574950509339152,6.133915895871244,6.0,3.30710676449282,7.0,6.66733405502526,3.9826731395727295,0.0
6.44816059993322,5.41474965237667,7.0,4.0,5.405745875597896,3.860177883852396,3.0960177105567,5.0,6.037852722801499,4.0,4.833750662522302,4.855566242250058,1.0
4.672586278832801,4.092882595801461,6.0,5.0,4.125214542532516,5.210281578085947,4.649719144101057,4.0,4.963950096943437,4.0,5.491139265374136,5.534431521009144,1.0
6.4902369018137565,5.42455787452648,6.0,5.0,5.0353596448607245,5.175661172613981,6.636936992901987,8.0,5.719585445200799,7.0,6.028460551409876,4.080267796192604,0.0
5.24805969837162,6.832010780007577,5.0,5.0,5.363831823361922,4.710552162186276,3.841817894194712,5.0,5.252324448961037,4.0,5.120996746251318,2.759233286584839,1.0
5.165254084071127,5.3676928763149245,6.0,6.0,4.138403797353039,6.2445079415792755,3.984665708864944,5.0,4.332923822887442,4.0,4.573738283152575,5.940706939792042,1.0
5.890270273397921,5.4720929858068095,6.0,8.0,5.599756202123702,4.896487920018179,4.748896621145935,7.0,6.678418778057673,6.0,5.908670302553691,4.598365525888316,0.0
3.1856516639965085,6.414735170790655,3.0,5.0,6.29120650075473,4.193859806350112,4.928998411884897,5.0,4.044998120930016,5.0,4.619634535262656,3.3163094299433364,1.0
5.224901333528265,5.256594145882088,5.0,7.0,6.133214737980705,3.3546932347063447,6.32594606465765,6.0,3.7514365735428066,4.0,5.7489979537508775,5.332955885970754,1.0
6.462183303447041,5.618095552503861,6.0,5.0,3.953341246069301,7.150822503736452,6.436998314316317,7.0,5.679984210723833,4.0,7.325374679382296,5.531820785288208,0.0
7.20232860831159,6.716851061243286,5.0,6.0,6.894091645579104,4.65101526531192,7.352532663843027,4.0,7.341246097542656,7.0,4.798448269153865,5.05288045338926,0.0
3.9670518911453407,4.493467300675713,4.0,4.0,7.207131938459077,6.075918950966164,6.3102548465883075,5.0,7.503672068678801,6.0,5.785151905503083,4.576633550255694,0.0
4.663174154739865,4.46072572053569,4.0,5.0,4.698979846452778,6.361014104731296,5.353959473000182,5.0,4.802938497062079,4.0,5.21830920095247,5.733401862692366,1.0
3.469324135455797,5.251128802861952,5.0,6.0,3.9885098848273586,7.1162411363881795,6.4738873808745065,6.0,4.923208366311152,8.0,4.9129817832522855,5.441708297948145,0.0
7.29044498,3.96956235,7.375,6.22222222,5.79948454,3.62466412,6.22262279,6.25,6.96212013,5.5,5.45661858,3.16471854,0.0
4.981627263615724,3.6722616474798104,5.0,4.0,4.663093469542623,5.271913184032436,4.452804280957321,5.0,5.909348774814376,5.0,5.114418224950246,5.211711210662592,1.0
7.392368145008025,3.2688318048281246,6.0,7.0,5.927271135300092,6.084747549640793,7.031500043104449,6.0,6.6397022769633045,6.0,6.698943034243197,6.822522142093905,0.0
3.2984821677703575,4.59469458023788,5.0,6.0,6.370102570774671,4.793105631867273,3.424677031292331,4.0,6.156862847628691,6.0,5.241338997976869,4.043854410893648,1.0
5.85899840090795,6.4498683829311165,7.0,6.0,3.6562964429331513,6.587153755486212,5.169887821003992,5.0,5.187602680021976,5.0,3.9998041676513134,3.893593993056337,1.0
6.786433041739008,3.9532472889427055,5.0,6.0,6.057327209708547,5.355632790281609,6.649131484823307,5.0,5.114757869080366,4.0,5.736580384219188,5.902352839714991,1.0
6.827765379157657,3.953273376334464,5.0,4.0,5.362786165522879,3.546246001262089,4.967168905500824,5.0,3.607765384365688,6.0,4.565739167861788,5.918935274970816,1.0
3.9670518911453407,4.493467300675713,4.0,4.0,7.207131938459077,6.075918950966164,6.3102548465883075,5.0,7.503672068678801,6.0,5.785151905503083,4.576633550255694,0.0
