0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.20004638090128785,0.37951697070648144,0.7608812431774828,0.5269135429061929,0.025755572210570007,0.2914976976619678,1.4032702688030623,0.35624473897214287,0.35146683694341385,0.30049912196498724,0.33531591253076326,0.22739085790345956,0.06285755285468357,0.12404551170199958,0.2362389276581896,0.3580622034152484,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0
0.3414645467966223,-0.17083615087392545,-0.08336532294970811,0.6264666531198844,0.120757735944918,0.9162257473041533,0.7682520457049974,0.07162977657931963,0.3652724006012128,0.3791952639395738,0.39313723390677535,0.00828524349353459,0.06070677175371601,0.31915309440353934,0.19224754178691503,0.055185831093720106,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0
2.463305820853978,2.193932925006254,2.267172925587043,0.6236380631757908,3.567044284996564,-0.37164955616988365,2.5883341281047088,2.139564380454827,0.48254710215349655,0.3859777694759536,0.41654531678010526,0.19923074733200588,0.3632386194129648,0.39063082538058713,0.47152001820947326,0.27272561388895483,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0
2.476925211651125,1.6055251864148747,1.4289934079423898,-0.8169338988082427,2.261791627608851,1.6847815033900595,4.19286858619682,1.4728762709174488,0.32353631188018883,0.4661165992548744,0.4347879308616612,0.3834866256303868,0.29753387739331943,0.3352628104170942,0.49167705463275135,0.2915331694307648,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5711452698881998,1.242150444029934,-0.052166358252429205,0.6920153404082678,0.03898856877744938,0.7862172325674978,0.2714433479026843,0.7037296702757128,0.1484591296056693,0.049409873454912746,0.04190164080570949,0.16394543807031559,0.1420397485914826,0.03967417026292868,0.1097071406705724,0.20136676498282788,2.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0
0.39056736371742423,0.2900499207554206,0.15386666139662009,0.4667101553476896,0.5855860460760878,0.915207499805283,0.8143563260939507,1.0341336135720252,0.1709181829138983,0.0291754815236148,0.15926137965755582,0.028729219388245353,0.06128604108954519,0.27295632483788257,0.3996891190404008,0.20583056503605884,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
0.9958570763504488,0.616442815224174,0.5732484808712108,0.7130553691497943,0.9800842217716637,0.03464425407963201,0.2623923698304178,0.37907722008691425,0.3954654759666685,0.1617694063310824,0.38234496340281776,0.2590309471101828,0.3262475973850484,0.3474936197937184,0.2665337799915007,0.11565887275202905,0.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0
0.563588189885464,0.9130436081648051,0.4413463874170185,0.8489372123536744,1.0789704915550429,0.833822747227186,0.02168636536724816,0.3205439674494549,0.20055044308504383,0.37778607225295285,0.39446875109471735,0.12011754500649424,0.028043285711261225,0.3471994017972181,0.18296728824396977,0.16939034196052255,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
2.292423339771274,1.9851916919082393,2.9644093060951526,0.88298774696974,1.7248332646040985,0.47558055272989497,0.8844537750855942,1.9267664262436095,0.1558941192797408,0.3845769649494931,0.34849331256491883,0.42540791310803766,0.1563906457080589,0.4227209651010605,0.26033048835920697,0.3344454186398976,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
2.638445258862861,2.7298329220645896,-3.903222588833552,1.0673831333522337,-0.6383916432620144,0.5433260474081012,0.7734384004737443,3.5152324829400508,0.31211602759201773,0.37593612509551033,0.49996890719379544,0.4406552064855431,0.391857008192075,0.16559255727990346,0.27546118907669004,0.42964549096821913,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0
0.6421138336852439,0.021767323624445774,0.2835440447545713,0.786120488172527,0.6970164365181049,0.27716835677314333,1.544305284616006,-0.05896720960699464,0.318585456046369,0.316535330707553,0.21353687206822689,0.26967060755451805,0.16300715941572924,0.12265626528766584,0.1745323680105374,0.11450504804624306,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.44947217650988625,0.4949233665849959,-0.09693119720637933,-0.16826296850821476,1.117865653403679,0.6742901162306566,0.7749559250426744,0.7711026267752576,0.007960586795734149,0.2767761954769869,0.011698547096925348,0.29322251184563486,0.15276619511931397,0.3111795247133916,0.044211093652160874,0.20630183208688527,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
