2.034837766852650720e-01,9.293530283145028381e-01,1.000000000000000000e+00,5.828184876388157187e-01,9.726013320377582261e-01,6.949169185779410229e-01,3.192860047438229043e-01,1.000000000000000000e+00,7.759005233728888395e-02,9.998417837563646771e-01,1.000000000000000000e+00,3.323312255458999442e-01,9.482239351994904419e-01,9.087510538307591590e-01,6.813677823326917959e-01,0.000000000000000000e+00,7.433008610673887961e-01,9.268464541914314125e-01,8.064537090415676568e-01,7.466605059146970147e-01,3.299643320988541739e-01,8.086864993733887674e-01,8.382741838696351477e-01,8.297137886225673942e-01
9.072264035324948406e-01,6.036740826264813675e-01,1.000000000000000000e+00,5.570145987753176708e-01,2.803615116902905546e-01,9.475531233151671673e-01,1.124511975419459020e+00,1.000000000000000000e+00,9.574995319539868210e-02,3.858506127643509531e-01,0.000000000000000000e+00,1.164958089099401572e-01,9.303319924225288418e-01,2.534707041799094118e-01,8.375575619358994750e-01,1.000000000000000000e+00,7.517759762928902800e-01,9.143795381531312216e-01,7.309954428418690142e-01,6.081601736906763200e-01,9.476871618334176128e-01,1.129876867717041655e+00,4.046728414801889495e-01,2.580007084894304636e-01
8.206569543662283195e-01,3.388222862781202771e-01,0.000000000000000000e+00,6.890135523661078398e-02,7.009647219407542096e-01,1.871566393746323109e-01,1.490233187811299542e-01,0.000000000000000000e+00,9.839124137055210717e-02,4.690883009931168246e-02,0.000000000000000000e+00,5.966634594377859813e-01,5.790290582498134331e-01,2.030189705277119505e-01,6.446932761240655729e-01,0.000000000000000000e+00,8.250848381488337102e-01,8.277435640897717883e-01,5.209364679355201755e-01,1.074713245271146755e+00,7.979799689925258788e-01,3.471827776847182800e-01,4.483529568778568120e-01,8.600668903981444346e-01
9.074494954831759941e-01,3.133091973289892085e-01,0.000000000000000000e+00,2.826650710522379262e-01,7.921426557809349012e-01,5.214478346752779991e-01,4.201748932457643471e-01,0.000000000000000000e+00,1.988548599793021621e-01,1.025255763394194823e-02,1.000000000000000000e+00,2.612387345969515162e-01,2.252970408003697189e-01,5.775824133603146837e-01,1.115905725770639956e+00,0.000000000000000000e+00,4.978822461853011361e-01,7.347896372153428501e-02,7.845435960250425333e-01,4.205039763178818335e-01,9.528745896056962650e-01,1.493717907295888381e-02,4.115300926455038311e-01,4.958395901085220769e-01
5.403621216607319422e-01,6.815123045196573859e-01,1.000000000000000000e+00,2.436567510591339247e-01,5.977423777654224946e-01,1.147072925210877115e+00,8.143580323670230880e-01,1.000000000000000000e+00,1.095222693051865148e+00,4.784844433463757429e-01,0.000000000000000000e+00,1.113707142435942821e+00,7.059759151654072529e-01,3.937217911474591436e-01,4.267605755311409399e-01,1.000000000000000000e+00,5.949302911893424861e-01,4.594987042236596264e-01,6.699769453348199955e-01,9.516145153625366060e-01,4.072161605138561735e-01,8.096783131588828342e-01,1.186579656916103565e+00,2.385676206020531098e-01
2.463549975136614112e-02,3.299030477140136863e-01,1.000000000000000000e+00,9.608371684016470127e-02,5.471192101527044827e-01,3.212113438982511227e-02,7.545011729627937314e-02,1.000000000000000000e+00,8.319862560163505671e-01,8.125024100528954740e-03,0.000000000000000000e+00,2.863462011403390406e-01,7.556626962272517956e-01,9.526082084474428724e-01,1.150433301371086348e+00,0.000000000000000000e+00,4.141076790233494398e-01,4.082974405994611033e-01,8.660513492473757013e-01,3.139787388549079572e-01,8.799970569604276260e-01,4.902057494674818550e-01,1.090291829156299297e+00,6.257215471903619930e-01
6.479971527373236118e-01,1.719269732500332271e-01,1.000000000000000000e+00,5.790009362682125849e-01,3.227309811496890113e-01,6.250507946193641917e-01,9.929677759864870001e-01,1.000000000000000000e+00,6.645562615612976565e-02,9.778534764086339592e-01,1.000000000000000000e+00,7.535252414553832434e-01,8.596397087777770674e-01,1.357182111221377557e-03,1.020896453858001207e+00,1.000000000000000000e+00,3.158507021772090084e-01,2.170028607933833509e-01,1.111722879861596347e+00,2.668659148503363387e-01,3.070345683880233434e-01,1.129876867717041655e+00,4.046728414801889495e-01,2.838493912833105481e-01
2.802045922841267522e-02,6.909671534420679627e-03,1.000000000000000000e+00,4.232347850178526660e-01,3.753668143605589647e-01,7.951809939331689892e-01,7.584311599029978090e-01,0.000000000000000000e+00,7.213460725305150811e-01,9.435953710814262152e-01,1.000000000000000000e+00,6.888862379195661578e-01,4.428686486331601668e-01,4.204345641175459836e-01,3.704422000748878174e-01,0.000000000000000000e+00,1.741584095561112822e-01,7.961630525848015782e-01,4.913802565121943022e-01,4.448218348985558124e-01,1.315715854974954802e-01,7.533968336868888949e-02,2.405033946226310670e-01,2.757154915212268742e-01
2.813705570105280995e-01,1.047550427508769033e+00,0.000000000000000000e+00,1.142297845460795935e+00,9.653348965419463745e-01,2.142048042317171719e-01,3.345926054321953780e-01,1.000000000000000000e+00,9.250132849407688429e-01,7.752836607022662863e-01,0.000000000000000000e+00,1.030429645672076733e+00,8.034131866205479477e-01,2.397420183099185087e-01,1.028507572974270839e-01,1.000000000000000000e+00,3.390676503022246879e-01,5.836382175656162907e-01,4.302666638476615457e-02,5.196913048539114621e-01,5.316756075885715749e-01,1.005590961920262760e+00,5.284844848149755636e-01,5.552493548171324456e-01
4.342566848768428800e-01,7.434803421236175769e-01,1.000000000000000000e+00,6.730728250338267049e-01,5.208874835734956799e-01,6.647735486318463449e-01,6.595415586290032106e-01,0.000000000000000000e+00,4.937167303717144851e-01,4.453955441336279741e-01,1.000000000000000000e+00,1.052023358386108137e-01,6.822956999689904212e-01,3.117288346920142894e-01,7.066278803448784451e-01,0.000000000000000000e+00,5.772041804549949973e-01,6.503608389575845639e-01,1.146056018598373027e+00,8.227764873905947240e-01,1.072487244385712385e-01,6.715053119674158078e-01,8.152333184911020325e-01,7.821238336877149866e-01
