8.877314426810917203e-02,7.375014295072623849e-01,1.041949710675710121e-02,8.488255419886936437e-01,2.103859123504476791e+00,-8.463697937784984970e-02,-1.027919394500886735e-01,1.076791368413904326e+00,3.478377808678687066e-01,5.234401902708230719e-02,1.169854709692534807e-02,1.201175450064942418e-01,2.929978581114145442e-01,3.647350652955284600e-01,3.806491303246939406e-01,7.417287261205839088e-02,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.494721765098862454e-01,4.949233665849959163e-01,3.618189911935135061e+00,-1.682629685082147608e-01,9.271649823382402955e-01,4.822020481608901399e+00,7.765126816856637859e-02,7.711026267752576491e-01,7.960586795734149110e-03,2.767761954769869526e-01,2.256293150665433511e-01,3.841699656955627762e-01,9.838919916582247738e-02,1.644887682491977254e-01,6.112037732242354970e-02,2.063018320868852673e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.810712379079110423e+00,7.756003279312414511e-01,1.293491743075120715e+00,5.815793912478499639e-01,-2.264841375520690869e-01,7.152726452727673490e+00,1.587514909059669077e-01,2.563062309383776771e+00,3.263986661190247940e-01,1.729975177640653838e-01,1.192208437303044766e-01,3.466455558013037952e-01,2.328330966861820728e-01,1.922405832889300115e-01,1.472155108514359156e-01,3.756838618173660715e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.088254317585287012e+00,-2.398712313722628497e-01,2.390264782539563981e-02,1.519231813097180028e+00,4.474888230491606556e-01,-9.255716391345404637e-02,8.908683736489103611e-01,9.019371719540103527e-01,2.175462645676023987e-01,1.004735441367823195e-01,2.210380175650704937e-01,3.093336069257889287e-01,2.767230344342646586e-01,2.533840357680590127e-01,4.601424673896113426e-01,3.334230449536657592e-01,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
7.014424115022132034e-01,1.184965180000803420e+00,3.697364745339975389e+00,5.298131880062706855e+00,4.608601565493162244e-01,-1.783255733366969631e-01,1.938216176665919221e-01,4.795318144719430409e-01,3.378216729999450885e-01,3.721343270978970663e-01,4.347879308616611760e-01,2.423173984508615320e-01,1.227524747962895069e-01,3.647350652955284600e-01,4.233061744937628990e-01,1.609008010672799971e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
-3.754369910949790223e-01,-7.891698011312990868e-01,4.723119521301837764e+00,1.329951843835798786e-01,6.109507315695249519e-01,9.491348625468948308e-01,6.075851104541970527e-01,-9.577226382320829234e-01,3.426784520611667051e-01,4.962545865134173617e-01,3.435200992325890823e-01,2.053952692818591663e-01,1.404668953000081932e-01,1.881519709717749678e-01,1.484285722904684079e-01,4.905661230283133722e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.148727576816904516e-02,2.172487931856931231e-02,3.430783201380177783e+00,3.890615549051846256e-01,3.205684500733119724e-01,7.883912155897856433e-01,2.432774596915782350e+00,8.209078477797885354e-01,2.053721335215905330e-01,3.732028390862928702e-01,6.101770671959760861e-02,3.326076580878922773e-01,3.531879921193897265e-01,3.183060866221267271e-01,4.737432504618429019e-01,2.350200525804856666e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.879674980473224011e+00,8.212461283663209377e-01,-1.025303898167841954e-01,2.635915999641101237e+00,1.321375119800140219e+00,1.218330712558319595e+00,2.168636536724816155e-02,6.064778377691046884e-01,3.072328637021387587e-01,3.367811664651536585e-01,4.346206130578054161e-01,2.590309471101827632e-01,4.367175505516450174e-01,1.341082379770417443e-01,3.824980006983320635e-01,1.592759550204734253e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.123543787741359434e+00,7.708020088725695551e-01,-2.791713294454956085e-02,4.760889653614065464e-01,3.089318404959964681e+00,3.116507515093044356e-01,3.093984368539750118e+00,2.529685078982599755e-01,2.565350640965545215e-01,8.540965341992934334e-02,4.306502632037672584e-01,2.171805156549440896e-01,1.630071594157292414e-01,3.572550688386533224e-01,2.374282869830534881e-01,2.065369836299178058e-02,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.123543787741359434e+00,7.708020088725695551e-01,9.116255497916816442e-01,4.760889653614065464e-01,1.197326224255816030e+00,2.213388458643129386e+00,8.280851669913683599e-01,2.529685078982599755e-01,2.565350640965545215e-01,8.540965341992934334e-02,1.247268523066643459e-01,1.532001842521040214e-01,9.354186392660328309e-02,2.588913079910352133e-01,3.534690991374532798e-01,2.065369836299178058e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
